country,iso3c,deaths,days_since_tenth_death,deaths_per_million_smoothed,total_deaths_per_million,deaths_per_million_smoothed_yesterday
Nigeria,NGA,3,0,0.0041834632260428165,0.8525856881801094,0.03690297099428435
Nigeria,NGA,0,1,0.004622201729375935,0.8525856881801094,0.03690297099428435
Nigeria,NGA,0,2,0.005136161242232421,0.8525856881801094,0.03690297099428435
Nigeria,NGA,1,3,0.005745458931916857,0.8525856881801094,0.03690297099428435
Nigeria,NGA,1,4,0.006452625655815934,0.8525856881801094,0.03690297099428435
Nigeria,NGA,1,5,0.007249832326377567,0.8525856881801094,0.03690297099428435
Nigeria,NGA,4,6,0.008130133819012482,0.8525856881801094,0.03690297099428435
Nigeria,NGA,2,7,0.009096481786272334,0.8525856881801094,0.03690297099428435
Nigeria,NGA,2,8,0.010159755859822196,0.8525856881801094,0.03690297099428435
Nigeria,NGA,1,9,0.011352650810639794,0.8525856881801094,0.03690297099428435
Nigeria,NGA,0,10,0.012705333958429758,0.8525856881801094,0.03690297099428435
Nigeria,NGA,6,11,0.014217910322370282,0.8525856881801094,0.03690297099428435
Nigeria,NGA,3,12,0.01588995426105236,0.8525856881801094,0.03690297099428435
Nigeria,NGA,1,13,0.017723312576625922,0.8525856881801094,0.03690297099428435
Nigeria,NGA,3,14,0.01972147126996261,0.8525856881801094,0.03690297099428435
Nigeria,NGA,5,15,0.021882530157334813,0.8525856881801094,0.03690297099428435
Nigeria,NGA,0,16,0.024174980270001804,0.8525856881801094,0.03690297099428435
Nigeria,NGA,4,17,0.026535817263364087,0.8525856881801094,0.03690297099428435
Nigeria,NGA,7,18,0.02888512126371564,0.8525856881801094,0.03690297099428435
Nigeria,NGA,7,19,0.03110100967250343,0.8525856881801094,0.03690297099428435
Nigeria,NGA,10,20,0.033063720433794935,0.8525856881801094,0.03690297099428435
Nigeria,NGA,17,21,0.034703936386986385,0.8525856881801094,0.03690297099428435
Nigeria,NGA,2,22,0.036002343650075035,0.8525856881801094,0.03690297099428435
Nigeria,NGA,6,23,0.037070277419932546,0.8525856881801094,0.03690297099428435
Nigeria,NGA,5,24,0.03798078838739681,0.8525856881801094,0.03690297099428435
Nigeria,NGA,5,25,0.03877486730322073,0.8525856881801094,0.03690297099428435
Nigeria,NGA,4,26,0.03944094171861941,0.8525856881801094,0.03690297099428435
Nigeria,NGA,10,27,0.03993533048005295,0.8525856881801094,0.03690297099428435
Nigeria,NGA,11,28,0.04015412369749307,0.8525856881801094,0.03690297099428435
Nigeria,NGA,15,29,0.04003701510801584,0.8525856881801094,0.03690297099428435
Nigeria,NGA,7,30,0.03956454783282004,0.8525856881801094,0.03690297099428435
Nigeria,NGA,8,31,0.03881809099762063,0.8525856881801094,0.03690297099428435
Nigeria,NGA,6,32,0.03790090270922373,0.8525856881801094,0.03690297099428435
Nigeria,NGA,3,33,0.03690297099428435,0.8525856881801094,0.03690297099428435
Bangladesh,BGD,3,0,0.015417758037476614,1.7538853937781653,0.09037498477028715
Bangladesh,BGD,5,1,0.018217966821889267,1.7538853937781653,0.09037498477028715
Bangladesh,BGD,3,2,0.021174890003145028,1.7538853937781653,0.09037498477028715
Bangladesh,BGD,1,3,0.02426947270738151,1.7538853937781653,0.09037498477028715
Bangladesh,BGD,6,4,0.027486462129320804,1.7538853937781653,0.09037498477028715
Bangladesh,BGD,3,5,0.0307844446218584,1.7538853937781653,0.09037498477028715
Bangladesh,BGD,4,6,0.03410753395293868,1.7538853937781653,0.09037498477028715
Bangladesh,BGD,5,7,0.03737087233360596,1.7538853937781653,0.09037498477028715
Bangladesh,BGD,7,8,0.0404784344682781,1.7538853937781653,0.09037498477028715
Bangladesh,BGD,4,9,0.043308941567916814,1.7538853937781653,0.09037498477028715
Bangladesh,BGD,10,10,0.045698970130681166,1.7538853937781653,0.09037498477028715
Bangladesh,BGD,15,11,0.047495031274185015,1.7538853937781653,0.09037498477028715
Bangladesh,BGD,9,12,0.048621594689262734,1.7538853937781653,0.09037498477028715
Bangladesh,BGD,7,13,0.049042589908204266,1.7538853937781653,0.09037498477028715
Bangladesh,BGD,10,14,0.048801827255901556,1.7538853937781653,0.09037498477028715
Bangladesh,BGD,9,15,0.047959959752637595,1.7538853937781653,0.09037498477028715
Bangladesh,BGD,10,16,0.04658122577698881,1.7538853937781653,0.09037498477028715
Bangladesh,BGD,7,17,0.04479111768209574,1.7538853937781653,0.09037498477028715
Bangladesh,BGD,4,18,0.04272924389680481,1.7538853937781653,0.09037498477028715
Bangladesh,BGD,9,19,0.04052729567546181,1.7538853937781653,0.09037498477028715
Bangladesh,BGD,5,20,0.038314182301647876,1.7538853937781653,0.09037498477028715
Bangladesh,BGD,7,21,0.036215834203932415,1.7538853937781653,0.09037498477028715
Bangladesh,BGD,3,22,0.03435830654793341,1.7538853937781653,0.09037498477028715
Bangladesh,BGD,8,23,0.03286787903694605,1.7538853937781653,0.09037498477028715
Bangladesh,BGD,5,24,0.03187080211078621,1.7538853937781653,0.09037498477028715
Bangladesh,BGD,2,25,0.03149215408205291,1.7538853937781653,0.09037498477028715
Bangladesh,BGD,5,26,0.03185235401795703,1.7538853937781653,0.09037498477028715
Bangladesh,BGD,2,27,0.03305971242332902,1.7538853937781653,0.09037498477028715
Bangladesh,BGD,5,28,0.035170874975803006,1.7538853937781653,0.09037498477028715
Bangladesh,BGD,1,29,0.03819998430973015,1.7538853937781653,0.09037498477028715
Bangladesh,BGD,3,30,0.0421250678444545,1.7538853937781653,0.09037498477028715
Bangladesh,BGD,13,31,0.046811251431540926,1.7538853937781653,0.09037498477028715
Bangladesh,BGD,7,32,0.052106014473558754,1.7538853937781653,0.09037498477028715
Bangladesh,BGD,8,33,0.05789459745215384,1.7538853937781653,0.09037498477028715
Bangladesh,BGD,14,34,0.06405460102104052,1.7538853937781653,0.09037498477028715
Bangladesh,BGD,11,35,0.07046646011858207,1.7538853937781653,0.09037498477028715
Bangladesh,BGD,11,36,0.07704016559261699,1.7538853937781653,0.09037498477028715
Bangladesh,BGD,19,37,0.0836971409932641,1.7538853937781653,0.09037498477028715
Bangladesh,BGD,14,38,0.09037498477028715,1.7538853937781653,0.09037498477028715
India,IND,3,0,0.0011593796701900208,1.9584253026810254,0.08639967135083053
India,IND,0,1,0.0015427945451140623,1.9584253026810254,0.08639967135083053
India,IND,2,2,0.002008136464690159,1.9584253026810254,0.08639967135083053
India,IND,8,3,0.0025655458519428004,1.9584253026810254,0.08639967135083053
India,IND,0,4,0.003225648807066744,1.9584253026810254,0.08639967135083053
India,IND,4,5,0.003999218847997515,1.9584253026810254,0.08639967135083053
India,IND,3,6,0.00489525717940851,1.9584253026810254,0.08639967135083053
India,IND,5,7,0.005915285776201647,1.9584253026810254,0.08639967135083053
India,IND,3,8,0.007055063746168938,1.9584253026810254,0.08639967135083053
India,IND,23,9,0.008294803956882547,1.9584253026810254,0.08639967135083053
India,IND,14,10,0.009615553243565604,1.9584253026810254,0.08639967135083053
India,IND,0,11,0.011013631518307119,1.9584253026810254,0.08639967135083053
India,IND,14,12,0.012475643085069807,1.9584253026810254,0.08639967135083053
India,IND,13,13,0.01397865934950494,1.9584253026810254,0.08639967135083053
India,IND,37,14,0.01547605625985023,1.9584253026810254,0.08639967135083053
India,IND,14,15,0.01691912939952154,1.9584253026810254,0.08639967135083053
India,IND,28,16,0.01827454835006087,1.9584253026810254,0.08639967135083053
India,IND,48,17,0.019512658034422273,1.9584253026810254,0.08639967135083053
India,IND,20,18,0.020609944942944776,1.9584253026810254,0.08639967135083053
India,IND,42,19,0.02156998420730084,1.9584253026810254,0.08639967135083053
India,IND,43,20,0.02240942054716636,1.9584253026810254,0.08639967135083053
India,IND,27,21,0.023169920234778145,1.9584253026810254,0.08639967135083053
India,IND,35,22,0.02390484592373423,1.9584253026810254,0.08639967135083053
India,IND,12,23,0.02468149689802392,1.9584253026810254,0.08639967135083053
India,IND,43,24,0.02554130406488719,1.9584253026810254,0.08639967135083053
India,IND,38,25,0.02651719217626998,1.9584253026810254,0.08639967135083053
India,IND,35,26,0.02763937073291226,1.9584253026810254,0.08639967135083053
India,IND,38,27,0.028937526163624692,1.9584253026810254,0.08639967135083053
India,IND,33,28,0.030441967860706534,1.9584253026810254,0.08639967135083053
India,IND,53,29,0.03218007635300825,1.9584253026810254,0.08639967135083053
India,IND,36,30,0.03416753823619752,1.9584253026810254,0.08639967135083053
India,IND,40,31,0.03641953343802551,1.9584253026810254,0.08639967135083053
India,IND,59,32,0.038946836563184956,1.9584253026810254,0.08639967135083053
India,IND,45,33,0.04174002298773079,1.9584253026810254,0.08639967135083053
India,IND,56,34,0.04478332888238528,1.9584253026810254,0.08639967135083053
India,IND,58,35,0.04805059049340747,1.9584253026810254,0.08639967135083053
India,IND,69,36,0.05149338534179831,1.9584253026810254,0.08639967135083053
India,IND,71,37,0.055055815487391364,1.9584253026810254,0.08639967135083053
India,IND,75,38,0.05867305047243568,1.9584253026810254,0.08639967135083053
India,IND,69,39,0.06227295747585749,1.9584253026810254,0.08639967135083053
India,IND,100,40,0.06576312674087655,1.9584253026810254,0.08639967135083053
India,IND,68,41,0.06903673439588678,1.9584253026810254,0.08639967135083053
India,IND,175,42,0.0719667402938569,1.9584253026810254,0.08639967135083053
India,IND,127,43,0.07448541239954491,1.9584253026810254,0.08639967135083053
India,IND,92,44,0.07656957800840385,1.9584253026810254,0.08639967135083053
India,IND,104,45,0.07830564874597833,1.9584253026810254,0.08639967135083053
India,IND,96,46,0.07979565761842321,1.9584253026810254,0.08639967135083053
India,IND,116,47,0.08109766794262319,1.9584253026810254,0.08639967135083053
India,IND,111,48,0.08227048480707283,1.9584253026810254,0.08639967135083053
India,IND,82,49,0.08336827429844618,1.9584253026810254,0.08639967135083053
India,IND,121,50,0.08441413002261282,1.9584253026810254,0.08639967135083053
India,IND,136,51,0.08542191862009503,1.9584253026810254,0.08639967135083053
India,IND,98,52,0.08639967135083053,1.9584253026810254,0.08639967135083053
Iraq,IRQ,1,0,0.02569341901814334,2.9921735148411805,0.04273087385527737
Iraq,IRQ,0,1,0.028654468031326,2.9921735148411805,0.04273087385527737
Iraq,IRQ,0,2,0.03225775068378784,2.9921735148411805,0.04273087385527737
Iraq,IRQ,1,3,0.036496774530908965,2.9921735148411805,0.04273087385527737
Iraq,IRQ,1,4,0.041263480573171765,2.9921735148411805,0.04273087385527737
Iraq,IRQ,1,5,0.04640957197091066,2.9921735148411805,0.04273087385527737
Iraq,IRQ,4,6,0.05171156001962521,2.9921735148411805,0.04273087385527737
Iraq,IRQ,0,7,0.05694730633296683,2.9921735148411805,0.04273087385527737
Iraq,IRQ,3,8,0.061951292927247166,2.9921735148411805,0.04273087385527737
Iraq,IRQ,3,9,0.06648225916401168,2.9921735148411805,0.04273087385527737
Iraq,IRQ,4,10,0.0702914998619031,2.9921735148411805,0.04273087385527737
Iraq,IRQ,2,11,0.07319642260707863,2.9921735148411805,0.04273087385527737
Iraq,IRQ,7,12,0.07506286966607371,2.9921735148411805,0.04273087385527737
Iraq,IRQ,4,13,0.07588430925942147,2.9921735148411805,0.04273087385527737
Iraq,IRQ,2,14,0.07576008909319074,2.9921735148411805,0.04273087385527737
Iraq,IRQ,0,15,0.07502033604101492,2.9921735148411805,0.04273087385527737
Iraq,IRQ,4,16,0.07380869869124317,2.9921735148411805,0.04273087385527737
Iraq,IRQ,4,17,0.07220721436087224,2.9921735148411805,0.04273087385527737
Iraq,IRQ,2,18,0.07031192656380993,2.9921735148411805,0.04273087385527737
