state,days_since_tenth_death,deaths_per_million_smoothed,total_deaths_per_million,deaths_per_million_smoothed_yesterday,total_deaths
HI,0,2.367869803119807,120.38091054431179,8.553527399130953,171
HI,1,2.822941719732752,120.38091054431179,8.553527399130953,171
HI,2,3.2708096578775008,120.38091054431179,8.553527399130953,171
HI,3,3.7155246424696595,120.38091054431179,8.553527399130953,171
HI,4,4.167129514108356,120.38091054431179,8.553527399130953,171
HI,5,4.626771299723017,120.38091054431179,8.553527399130953,171
HI,6,5.071569026911856,120.38091054431179,8.553527399130953,171
HI,7,5.465832675816283,120.38091054431179,8.553527399130953,171
HI,8,5.788995460844054,120.38091054431179,8.553527399130953,171
HI,9,6.033825369624934,120.38091054431179,8.553527399130953,171
HI,10,6.21310885100204,120.38091054431179,8.553527399130953,171
HI,11,6.353779591918149,120.38091054431179,8.553527399130953,171
HI,12,6.4886103639267345,120.38091054431179,8.553527399130953,171
HI,13,6.649606667308448,120.38091054431179,8.553527399130953,171
HI,14,6.8616701772353155,120.38091054431179,8.553527399130953,171
HI,15,7.135132657308873,120.38091054431179,8.553527399130953,171
HI,16,7.461384604079085,120.38091054431179,8.553527399130953,171
HI,17,7.821816309469419,120.38091054431179,8.553527399130953,171
HI,18,8.189089560722163,120.38091054431179,8.553527399130953,171
HI,19,8.553527399130953,120.38091054431179,8.553527399130953,171
WV,0,1.562680486442655,150.62309229208478,17.626650350862736,272
WV,1,1.803499349393322,150.62309229208478,17.626650350862736,272
WV,2,2.0497961316081987,150.62309229208478,17.626650350862736,272
WV,3,2.3136419905229157,150.62309229208478,17.626650350862736,272
WV,4,2.6140070114025185,150.62309229208478,17.626650350862736,272
WV,5,2.9693273926329318,150.62309229208478,17.626650350862736,272
WV,6,3.4003151794047883,150.62309229208478,17.626650350862736,272
WV,7,3.918625553708787,150.62309229208478,17.626650350862736,272
WV,8,4.520201404301986,150.62309229208478,17.626650350862736,272
WV,9,5.214304835673585,150.62309229208478,17.626650350862736,272
WV,10,6.025334134591969,150.62309229208478,17.626650350862736,272
WV,11,6.970981538196385,150.62309229208478,17.626650350862736,272
WV,12,8.055088975354902,150.62309229208478,17.626650350862736,272
WV,13,9.27846224293455,150.62309229208478,17.626650350862736,272
WV,14,10.616278778877586,150.62309229208478,17.626650350862736,272
WV,15,12.0212158326275,150.62309229208478,17.626650350862736,272
WV,16,13.433570676257494,150.62309229208478,17.626650350862736,272
WV,17,14.831862985776471,150.62309229208478,17.626650350862736,272
WV,18,16.22824458154966,150.62309229208478,17.626650350862736,272
WV,19,17.626650350862736,150.62309229208478,17.626650350862736,272
UT,0,0.9710719344507687,152.7946714835477,12.061171793357776,483
UT,1,1.2259396764218717,152.7946714835477,12.061171793357776,483
UT,2,1.5077999282639207,152.7946714835477,12.061171793357776,483
UT,3,1.8032328903089663,152.7946714835477,12.061171793357776,483
UT,4,2.104437889870644,152.7946714835477,12.061171793357776,483
UT,5,2.4174030226392214,152.7946714835477,12.061171793357776,483
UT,6,2.753000167599922,152.7946714835477,12.061171793357776,483
UT,7,3.1151326355584175,152.7946714835477,12.061171793357776,483
UT,8,3.4950775464510815,152.7946714835477,12.061171793357776,483
UT,9,3.869452615776173,152.7946714835477,12.061171793357776,483
UT,10,4.230936510968062,152.7946714835477,12.061171793357776,483
UT,11,4.583292645191057,152.7946714835477,12.061171793357776,483
UT,12,4.924997808611022,152.7946714835477,12.061171793357776,483
UT,13,5.242838928617777,152.7946714835477,12.061171793357776,483
UT,14,5.537120295734379,152.7946714835477,12.061171793357776,483
UT,15,5.826351504458286,152.7946714835477,12.061171793357776,483
UT,16,6.136182411662517,152.7946714835477,12.061171793357776,483
UT,17,6.488512694279873,152.7946714835477,12.061171793357776,483
UT,18,6.899242726985226,152.7946714835477,12.061171793357776,483
UT,19,7.3765270740594495,152.7946714835477,12.061171793357776,483
UT,20,7.918824852975165,152.7946714835477,12.061171793357776,483
UT,21,8.519558465596113,152.7946714835477,12.061171793357776,483
UT,22,9.171249796373097,152.7946714835477,12.061171793357776,483
UT,23,9.864642317545805,152.7946714835477,12.061171793357776,483
UT,24,10.583125059778661,152.7946714835477,12.061171793357776,483
UT,25,11.31682306013121,152.7946714835477,12.061171793357776,483
UT,26,12.061171793357776,152.7946714835477,12.061171793357776,483
SD,0,1.0856471002028714,172.2896960560395,10.710722599226392,152
SD,1,1.1087961783163136,172.2896960560395,10.710722599226392,152
SD,2,1.174025550952417,172.2896960560395,10.710722599226392,152
SD,3,1.2983705019722303,172.2896960560395,10.710722599226392,152
SD,4,1.4965888575861825,172.2896960560395,10.710722599226392,152
SD,5,1.7754282433267061,172.2896960560395,10.710722599226392,152
SD,6,2.13313754299856,172.2896960560395,10.710722599226392,152
SD,7,2.581071802029905,172.2896960560395,10.710722599226392,152
