country,iso3c,deaths,days_since_tenth_death,deaths_per_million_smoothed,total_deaths_per_million,deaths_per_million_smoothed_yesterday
India,IND,3,0,0.001032312516800599,0.6099286050252345,0.03555573951563061
India,IND,0,1,0.0013568736962190533,0.6099286050252345,0.03555573951563061
India,IND,2,2,0.0017630123900474828,0.6099286050252345,0.03555573951563061
India,IND,8,3,0.0022616890555850195,0.6099286050252345,0.03555573951563061
India,IND,0,4,0.002865645914211301,0.6099286050252345,0.03555573951563061
India,IND,4,5,0.0035991603621950397,0.6099286050252345,0.03555573951563061
India,IND,3,6,0.004476309766032707,0.6099286050252345,0.03555573951563061
India,IND,5,7,0.005506213493735429,0.6099286050252345,0.03555573951563061
India,IND,3,8,0.006686862526339645,0.6099286050252345,0.03555573951563061
India,IND,23,9,0.00799376898028529,0.6099286050252345,0.03555573951563061
India,IND,14,10,0.00940408426357157,0.6099286050252345,0.03555573951563061
India,IND,0,11,0.010922526836144402,0.6099286050252345,0.03555573951563061
India,IND,14,12,0.012552348893082798,0.6099286050252345,0.03555573951563061
India,IND,13,13,0.014257252840738949,0.6099286050252345,0.03555573951563061
India,IND,37,14,0.015968112348362686,0.6099286050252345,0.03555573951563061
India,IND,14,15,0.017617319601158442,0.6099286050252345,0.03555573951563061
India,IND,28,16,0.019163104488297313,0.6099286050252345,0.03555573951563061
India,IND,48,17,0.020552504815816667,0.6099286050252345,0.03555573951563061
India,IND,20,18,0.021741296756083515,0.6099286050252345,0.03555573951563061
India,IND,42,19,0.022738807261775906,0.6099286050252345,0.03555573951563061
India,IND,43,20,0.023566884875371043,0.6099286050252345,0.03555573951563061
India,IND,27,21,0.02425792207407528,0.6099286050252345,0.03555573951563061
India,IND,35,22,0.024887410919642135,0.6099286050252345,0.03555573951563061
India,IND,12,23,0.0255365137605919,0.6099286050252345,0.03555573951563061
India,IND,43,24,0.026254995684720082,0.6099286050252345,0.03555573951563061
India,IND,38,25,0.027043601877474153,0.6099286050252345,0.03555573951563061
India,IND,35,26,0.02789725331419161,0.6099286050252345,0.03555573951563061
India,IND,38,27,0.02882732226512224,0.6099286050252345,0.03555573951563061
India,IND,33,28,0.029833666983146677,0.6099286050252345,0.03555573951563061
India,IND,53,29,0.03090814822919777,0.6099286050252345,0.03555573951563061
India,IND,36,30,0.03203035296301209,0.6099286050252345,0.03555573951563061
India,IND,40,31,0.033188227954371534,0.6099286050252345,0.03555573951563061
India,IND,59,32,0.034370364206951026,0.6099286050252345,0.03555573951563061
India,IND,45,33,0.03555573951563061,0.6099286050252345,0.03555573951563061
Bangladesh,BGD,3,0,0.01421351766388092,0.8676464845545694,0.050570071306118486
Bangladesh,BGD,5,1,0.016998965795043636,0.8676464845545694,0.050570071306118486
Bangladesh,BGD,3,2,0.0199375529886072,0.8676464845545694,0.050570071306118486
Bangladesh,BGD,1,3,0.02305387183758462,0.8676464845545694,0.050570071306118486
Bangladesh,BGD,6,4,0.026371181502158954,0.8676464845545694,0.050570071306118486
Bangladesh,BGD,3,5,0.02985438846905236,0.8676464845545694,0.050570071306118486
Bangladesh,BGD,4,6,0.03346661766117777,0.8676464845545694,0.050570071306118486
Bangladesh,BGD,5,7,0.037156024476776156,0.8676464845545694,0.050570071306118486
Bangladesh,BGD,7,8,0.040797225837207955,0.8676464845545694,0.050570071306118486
Bangladesh,BGD,4,9,0.04424270664072217,0.8676464845545694,0.050570071306118486
Bangladesh,BGD,10,10,0.04732153119142749,0.8676464845545694,0.050570071306118486
Bangladesh,BGD,15,11,0.04982529247524323,0.8676464845545694,0.050570071306118486
