state,days_since_tenth_death,deaths_per_million_smoothed,total_deaths_per_million,deaths_per_million_smoothed_yesterday,total_deaths
UT,0,0.943609141801153,45.553690877082545,5.596440313458516,144
UT,1,1.2207171085834516,45.553690877082545,5.596440313458516,144
UT,2,1.5234163764131678,45.553690877082545,5.596440313458516,144
UT,3,1.8234937981162416,45.553690877082545,5.596440313458516,144
UT,4,2.1057232054385153,45.553690877082545,5.596440313458516,144
UT,5,2.3885406325296743,45.553690877082545,5.596440313458516,144
UT,6,2.703046189443746,45.553690877082545,5.596440313458516,144
UT,7,3.0655554356438945,45.553690877082545,5.596440313458516,144
UT,8,3.4652249724892576,45.553690877082545,5.596440313458516,144
UT,9,3.8588051553490432,45.553690877082545,5.596440313458516,144
UT,10,4.247965469715683,45.553690877082545,5.596440313458516,144
UT,11,4.6640448163043136,45.553690877082545,5.596440313458516,144
UT,12,5.122060652738837,45.553690877082545,5.596440313458516,144
UT,13,5.596440313458516,45.553690877082545,5.596440313458516,144
NC,0,0.31195002621454726,46.13034760517045,7.7788534629649755,479
NC,1,0.429762206741772,46.13034760517045,7.7788534629649755,479
NC,2,0.588918025399045,46.13034760517045,7.7788534629649755,479
NC,3,0.8019174375705713,46.13034760517045,7.7788534629649755,479
NC,4,1.079434256267722,46.13034760517045,7.7788534629649755,479
NC,5,1.4282965729737003,46.13034760517045,7.7788534629649755,479
NC,6,1.8494851327481645,46.13034760517045,7.7788534629649755,479
NC,7,2.348765035641568,46.13034760517045,7.7788534629649755,479
NC,8,2.9318438154580098,46.13034760517045,7.7788534629649755,479
NC,9,3.6026673113109275,46.13034760517045,7.7788534629649755,479
NC,10,4.361439856942886,46.13034760517045,7.7788534629649755,479
NC,11,5.184400225385896,46.13034760517045,7.7788534629649755,479
NC,12,6.044308705671803,46.13034760517045,7.7788534629649755,479
NC,13,6.913355219711721,46.13034760517045,7.7788534629649755,479
NC,14,7.7788534629649755,46.13034760517045,7.7788534629649755,479
NE,0,2.0038690112831734,59.08976876203824,8.718832373949276,114
NE,1,2.4361077617576092,59.08976876203824,8.718832373949276,114
NE,2,2.8956255885118085,59.08976876203824,8.718832373949276,114
NE,3,3.3952287004611157,59.08976876203824,8.718832373949276,114
NE,4,3.959714662311727,59.08976876203824,8.718832373949276,114
NE,5,4.601680124890921,59.08976876203824,8.718832373949276,114
NE,6,5.333881453410955,59.08976876203824,8.718832373949276,114
NE,7,6.139697847944938,59.08976876203824,8.718832373949276,114
NE,8,6.9864371459948025,59.08976876203824,8.718832373949276,114
NE,9,7.84865953165511,59.08976876203824,8.718832373949276,114
NE,10,8.718832373949276,59.08976876203824,8.718832373949276,114
TX,0,0.12457508026154077,63.65444451393282,8.662799446808652,1827
TX,1,0.1620310422358172,63.65444451393282,8.662799446808652,1827
TX,2,0.20876759701916114,63.65444451393282,8.662799446808652,1827
TX,3,0.2701839368581821,63.65444451393282,8.662799446808652,1827
TX,4,0.3498915541781388,63.65444451393282,8.662799446808652,1827
TX,5,0.4509471037587554,63.65444451393282,8.662799446808652,1827
TX,6,0.5738300300639462,63.65444451393282,8.662799446808652,1827
TX,7,0.717279316339071,63.65444451393282,8.662799446808652,1827
TX,8,0.8840515945666414,63.65444451393282,8.662799446808652,1827
TX,9,1.083681848766938,63.65444451393282,8.662799446808652,1827
TX,10,1.3319536599453146,63.65444451393282,8.662799446808652,1827
TX,11,1.6494120513067212,63.65444451393282,8.662799446808652,1827
TX,12,2.0458221918816597,63.65444451393282,8.662799446808652,1827
TX,13,2.5149016513471114,63.65444451393282,8.662799446808652,1827
TX,14,3.0443440436321305,63.65444451393282,8.662799446808652,1827
TX,15,3.61822428876992,63.65444451393282,8.662799446808652,1827
TX,16,4.225626747325054,63.65444451393282,8.662799446808652,1827
TX,17,4.862476013579136,63.65444451393282,8.662799446808652,1827
TX,18,5.537646932443978,63.65444451393282,8.662799446808652,1827
TX,19,6.261352026038565,63.65444451393282,8.662799446808652,1827
TX,20,7.032135365502885,63.65444451393282,8.662799446808652,1827
TX,21,7.838688378350819,63.65444451393282,8.662799446808652,1827
TX,22,8.662799446808652,63.65444451393282,8.662799446808652,1827
NM,0,1.7972351920032252,67.76658515587269,9.22695639674065,142
NM,1,2.346844011329275,67.76658515587269,9.22695639674065,142
NM,2,2.953886369296187,67.76658515587269,9.22695639674065,142
NM,3,3.602255273225307,67.76658515587269,9.22695639674065,142
NM,4,4.265407444800999,67.76658515587269,9.22695639674065,142
NM,5,4.905509486005035,67.76658515587269,9.22695639674065,142
NM,6,5.522447023096056,67.76658515587269,9.22695639674065,142
NM,7,6.153385688531786,67.76658515587269,9.22695639674065,142
NM,8,6.848629729644385,67.76658515587269,9.22695639674065,142
NM,9,7.620122933245777,67.76658515587269,9.22695639674065,142
NM,10,8.426378541317906,67.76658515587269,9.22695639674065,142
NM,11,9.22695639674065,67.76658515587269,9.22695639674065,142
AR,0,1.5500273867936396,71.66972203097393,7.973649263795716,216
AR,1,1.9506868489957474,71.66972203097393,7.973649263795716,216
AR,2,2.372104654676006,71.66972203097393,7.973649263795716,216
AR,3,2.812746906439488,71.66972203097393,7.973649263795716,216
AR,4,3.2654349547162314,71.66972203097393,7.973649263795716,216
AR,5,3.7117240354405374,71.66972203097393,7.973649263795716,216
AR,6,4.138921264411071,71.66972203097393,7.973649263795716,216
AR,7,4.551772357480822,71.66972203097393,7.973649263795716,216
AR,8,4.950253649391083,71.66972203097393,7.973649263795716,216
AR,9,5.344616428319455,71.66972203097393,7.973649263795716,216
