country,iso3c,deaths,days_since_tenth_death,deaths_per_million_smoothed,total_deaths_per_million,deaths_per_million_smoothed_yesterday
India,IND,3,0,0.0010633659277916542,0.9041729502374082,0.05392649130673959
India,IND,0,1,0.0014077607105779913,0.9041729502374082,0.05392649130673959
India,IND,2,2,0.0018349993014154494,0.9041729502374082,0.05392649130673959
India,IND,8,3,0.002356391779019139,0.9041729502374082,0.05392649130673959
India,IND,0,4,0.002983331046189609,0.9041729502374082,0.05392649130673959
India,IND,4,5,0.0037326966962805273,0.9041729502374082,0.05392649130673959
India,IND,3,6,0.0046205787259237414,0.9041729502374082,0.05392649130673959
India,IND,5,7,0.0056519559388954555,0.9041729502374082,0.05392649130673959
India,IND,3,8,0.006819781407950778,0.9041729502374082,0.05392649130673959
India,IND,23,9,0.008109047591716689,0.9041729502374082,0.05392649130673959
India,IND,14,10,0.009491606180677367,0.9041729502374082,0.05392649130673959
India,IND,0,11,0.010969163273439499,0.9041729502374082,0.05392649130673959
India,IND,14,12,0.01254212236829257,0.9041729502374082,0.05392649130673959
India,IND,13,13,0.01417032765542183,0.9041729502374082,0.05392649130673959
India,IND,37,14,0.015800666635182335,0.9041729502374082,0.05392649130673959
India,IND,14,15,0.017372238886915282,0.9041729502374082,0.05392649130673959
India,IND,28,16,0.018835245247968587,0.9041729502374082,0.05392649130673959
India,IND,48,17,0.020149010737651768,0.9041729502374082,0.05392649130673959
India,IND,20,18,0.021295438982309893,0.9041729502374082,0.05392649130673959
India,IND,42,19,0.022265924297053017,0.9041729502374082,0.05392649130673959
India,IND,43,20,0.023075425173819778,0.9041729502374082,0.05392649130673959
India,IND,27,21,0.023775466256771564,0.9041729502374082,0.05392649130673959
India,IND,35,22,0.02443215582129096,0.9041729502374082,0.05392649130673959
India,IND,12,23,0.02512575892097188,0.9041729502374082,0.05392649130673959
India,IND,43,24,0.025897113685998813,0.9041729502374082,0.05392649130673959
India,IND,38,25,0.026773496320219806,0.9041729502374082,0.05392649130673959
India,IND,35,26,0.027773765847963518,0.9041729502374082,0.05392649130673959
India,IND,38,27,0.02891731446111975,0.9041729502374082,0.05392649130673959
India,IND,33,28,0.0302285379404293,0.9041729502374082,0.05392649130673959
India,IND,53,29,0.03171228448542202,0.9041729502374082,0.05392649130673959
India,IND,36,30,0.03337169433897391,0.9041729502374082,0.05392649130673959
India,IND,40,31,0.03521789412125504,0.9041729502374082,0.05392649130673959
India,IND,59,32,0.037236381397724866,0.9041729502374082,0.05392649130673959
India,IND,45,33,0.039404967451132825,0.9041729502374082,0.05392649130673959
India,IND,56,34,0.041700185792357645,0.9041729502374082,0.05392649130673959
India,IND,58,35,0.044094046569999795,0.9041729502374082,0.05392649130673959
India,IND,69,36,0.04654418177963875,0.9041729502374082,0.05392649130673959
India,IND,71,37,0.04901376959442757,0.9041729502374082,0.05392649130673959
India,IND,75,38,0.05147501639646386,0.9041729502374082,0.05392649130673959
