state,days_since_tenth_death_m50,deaths_per_million_smoothed,total_deaths_per_million,deaths_per_million_smoothed_yesterday,total_deaths
WI,7,1.5172996180304612,114.90361856952563,1.3226213372469298,668
WI,8,1.5692621386827277,114.90361856952563,1.3226213372469298,668
WI,9,1.627303028586536,114.90361856952563,1.3226213372469298,668
WI,10,1.6890213577164976,114.90361856952563,1.3226213372469298,668
WI,11,1.7442030287324097,114.90361856952563,1.3226213372469298,668
WI,12,1.783008461495731,114.90361856952563,1.3226213372469298,668
WI,13,1.7971496400726952,114.90361856952563,1.3226213372469298,668
WI,14,1.7841474584417905,114.90361856952563,1.3226213372469298,668
WI,15,1.7507962232803416,114.90361856952563,1.3226213372469298,668
WI,16,1.705301269196135,114.90361856952563,1.3226213372469298,668
WI,17,1.653169444949966,114.90361856952563,1.3226213372469298,668
WI,18,1.598483034737159,114.90361856952563,1.3226213372469298,668
WI,19,1.5427550421396303,114.90361856952563,1.3226213372469298,668
WI,20,1.4884704948415504,114.90361856952563,1.3226213372469298,668
WI,21,1.4386562656497455,114.90361856952563,1.3226213372469298,668
WI,22,1.3964628093365237,114.90361856952563,1.3226213372469298,668
WI,23,1.3638646087187258,114.90361856952563,1.3226213372469298,668
WI,24,1.3410839098798841,114.90361856952563,1.3226213372469298,668
WI,25,1.3226213372469298,114.90361856952563,1.3226213372469298,668
CA,0,1.8835811214399323,120.63590695412157,1.4427699649318801,4772
CA,1,1.8826695988508129,120.63590695412157,1.4427699649318801,4772
CA,2,1.8797158553133222,120.63590695412157,1.4427699649318801,4772
CA,3,1.8782707310049462,120.63590695412157,1.4427699649318801,4772
CA,4,1.8786280893673781,120.63590695412157,1.4427699649318801,4772
CA,5,1.8791866881297423,120.63590695412157,1.4427699649318801,4772
CA,6,1.8757600512877617,120.63590695412157,1.4427699649318801,4772
CA,7,1.8669818147830894,120.63590695412157,1.4427699649318801,4772
CA,8,1.8530148989175883,120.63590695412157,1.4427699649318801,4772
CA,9,1.8364418463627197,120.63590695412157,1.4427699649318801,4772
CA,10,1.8206393665376863,120.63590695412157,1.4427699649318801,4772
CA,11,1.8082668811474412,120.63590695412157,1.4427699649318801,4772
CA,12,1.7962757437097887,120.63590695412157,1.4427699649318801,4772
CA,13,1.7800954305039383,120.63590695412157,1.4427699649318801,4772
CA,14,1.7563404909459492,120.63590695412157,1.4427699649318801,4772
CA,15,1.7270789405438745,120.63590695412157,1.4427699649318801,4772
CA,16,1.6961872632519703,120.63590695412157,1.4427699649318801,4772
CA,17,1.6692748058143418,120.63590695412157,1.4427699649318801,4772
CA,18,1.6512236987775613,120.63590695412157,1.4427699649318801,4772
CA,19,1.6413494175937307,120.63590695412157,1.4427699649318801,4772
CA,20,1.6341072957619975,120.63590695412157,1.4427699649318801,4772
CA,21,1.6234824984623033,120.63590695412157,1.4427699649318801,4772
CA,22,1.606487451644929,120.63590695412157,1.4427699649318801,4772
CA,23,1.5854222364123205,120.63590695412157,1.4427699649318801,4772
CA,24,1.563675494748411,120.63590695412157,1.4427699649318801,4772
CA,25,1.5441572162062214,120.63590695412157,1.4427699649318801,4772
CA,26,1.528524767820583,120.63590695412157,1.4427699649318801,4772
CA,27,1.5144580812095891,120.63590695412157,1.4427699649318801,4772
CA,28,1.500721737481255,120.63590695412157,1.4427699649318801,4772
CA,29,1.4866354618860165,120.63590695412157,1.4427699649318801,4772
CA,30,1.472075742770156,120.63590695412157,1.4427699649318801,4772
CA,31,1.4591349921034504,120.63590695412157,1.4427699649318801,4772
CA,32,1.4497187596858534,120.63590695412157,1.4427699649318801,4772
CA,33,1.4427699649318801,120.63590695412157,1.4427699649318801,4772
FL,0,2.1297973935972534,135.54420151812323,1.6060609491397784,2887
FL,1,2.0567650220552776,135.54420151812323,1.6060609491397784,2887
FL,2,1.995295971156513,135.54420151812323,1.6060609491397784,2887
FL,3,1.943666043501445,135.54420151812323,1.6060609491397784,2887
FL,4,1.8974282700466334,135.54420151812323,1.6060609491397784,2887
FL,5,1.8546915422968653,135.54420151812323,1.6060609491397784,2887
FL,6,1.8150572390755613,135.54420151812323,1.6060609491397784,2887
FL,7,1.7806443647908559,135.54420151812323,1.6060609491397784,2887
FL,8,1.7530320576913583,135.54420151812323,1.6060609491397784,2887
FL,9,1.7290810605171787,135.54420151812323,1.6060609491397784,2887
FL,10,1.7043176223099281,135.54420151812323,1.6060609491397784,2887
FL,11,1.6749620197449295,135.54420151812323,1.6060609491397784,2887
FL,12,1.6410938513906548,135.54420151812323,1.6060609491397784,2887
FL,13,1.6072000095969845,135.54420151812323,1.6060609491397784,2887
FL,14,1.5787106648760405,135.54420151812323,1.6060609491397784,2887
FL,15,1.5611571395269257,135.54420151812323,1.6060609491397784,2887
FL,16,1.5579309693324532,135.54420151812323,1.6060609491397784,2887
FL,17,1.5639283102585348,135.54420151812323,1.6060609491397784,2887
FL,18,1.5725399159490085,135.54420151812323,1.6060609491397784,2887
FL,19,1.578607995360159,135.54420151812323,1.6060609491397784,2887
FL,20,1.5827132849550924,135.54420151812323,1.6060609491397784,2887
FL,21,1.5890925720660767,135.54420151812323,1.6060609491397784,2887
FL,22,1.6007470938260204,135.54420151812323,1.6060609491397784,2887
FL,23,1.6133663729784382,135.54420151812323,1.6060609491397784,2887
FL,24,1.6214392814318592,135.54420151812323,1.6060609491397784,2887
FL,25,1.6225249842278764,135.54420151812323,1.6060609491397784,2887
FL,26,1.6170546525048743,135.54420151812323,1.6060609491397784,2887
FL,27,1.6072994908537048,135.54420151812323,1.6060609491397784,2887
FL,28,1.5995335336793322,135.54420151812323,1.6060609491397784,2887
FL,29,1.5968593641102553,135.54420151812323,1.6060609491397784,2887
FL,30,1.6001813060490315,135.54420151812323,1.6060609491397784,2887
FL,31,1.6060609491397784,135.54420151812323,1.6060609491397784,2887
MO,0,2.369831714808858,138.4161664859204,1.637316034345003,848
MO,1,2.2672630653761767,138.4161664859204,1.637316034345003,848
MO,2,2.175289587074744,138.4161664859204,1.637316034345003,848
MO,3,2.0899585843687896,138.4161664859204,1.637316034345003,848
MO,4,2.004266501411988,138.4161664859204,1.637316034345003,848
MO,5,1.9199545676473626,138.4161664859204,1.637316034345003,848
MO,6,1.8433693921638694,138.4161664859204,1.637316034345003,848
MO,7,1.7866327350043436,138.4161664859204,1.637316034345003,848
MO,8,1.7539162668060577,138.4161664859204,1.637316034345003,848
MO,9,1.7454411737423559,138.4161664859204,1.637316034345003,848
MO,10,1.7536358648865764,138.4161664859204,1.637316034345003,848
MO,11,1.7614393992947492,138.4161664859204,1.637316034345003,848
MO,12,1.751575392021735,138.4161664859204,1.637316034345003,848
MO,13,1.71394958157618,138.4161664859204,1.637316034345003,848
MO,14,1.6469285421918216,138.4161664859204,1.637316034345003,848
MO,15,1.572047957738146,138.4161664859204,1.637316034345003,848
MO,16,1.5035403777029566,138.4161664859204,1.637316034345003,848
MO,17,1.4517778651220268,138.4161664859204,1.637316034345003,848
MO,18,1.4238741478392696,138.4161664859204,1.637316034345003,848
MO,19,1.419435262549066,138.4161664859204,1.637316034345003,848
MO,20,1.436402734929448,138.4161664859204,1.637316034345003,848
MO,21,1.47239718385765,138.4161664859204,1.637316034345003,848
MO,22,1.521950836846616,138.4161664859204,1.637316034345003,848
MO,23,1.5788762539482106,138.4161664859204,1.637316034345003,848
MO,24,1.637316034345003,138.4161664859204,1.637316034345003,848
NV,0,2.065122182235409,147.31122412661253,0.9653174099871537,447
NV,1,2.0106086827981127,147.31122412661253,0.9653174099871537,447
NV,2,1.9403868571643987,147.31122412661253,0.9653174099871537,447
NV,3,1.8534460314706063,147.31122412661253,0.9653174099871537,447
NV,4,1.7572346785610176,147.31122412661253,0.9653174099871537,447
NV,5,1.6600679719336027,147.31122412661253,0.9653174099871537,447
NV,6,1.565907235889793,147.31122412661253,0.9653174099871537,447
NV,7,1.4800196882943997,147.31122412661253,0.9653174099871537,447
NV,8,1.4076328754969296,147.31122412661253,0.9653174099871537,447
NV,9,1.349744884074957,147.31122412661253,0.9653174099871537,447
NV,10,1.3006084576980415,147.31122412661253,0.9653174099871537,447
NV,11,1.2536320874323579,147.31122412661253,0.9653174099871537,447
NV,12,1.2060811021491331,147.31122412661253,0.9653174099871537,447
NV,13,1.1605600591304979,147.31122412661253,0.9653174099871537,447
NV,14,1.1203776722392882,147.31122412661253,0.9653174099871537,447
NV,15,1.086992594770863,147.31122412661253,0.9653174099871537,447
NV,16,1.06031024531346,147.31122412661253,0.9653174099871537,447
NV,17,1.0369499736234258,147.31122412661253,0.9653174099871537,447
NV,18,1.0167476476083102,147.31122412661253,0.9653174099871537,447
NV,19,1.0003367832592602,147.31122412661253,0.9653174099871537,447
NV,20,0.9873422063124968,147.31122412661253,0.9653174099871537,447
NV,21,0.9775414016672583,147.31122412661253,0.9653174099871537,447
NV,22,0.9706016269249551,147.31122412661253,0.9653174099871537,447
NV,23,0.9653174099871537,147.31122412661253,0.9653174099871537,447
AL,0,2.0282109378053588,152.2135097264228,2.992833408679052,744
AL,1,1.9844630780892611,152.2135097264228,2.992833408679052,744
AL,2,1.9530643073120586,152.2135097264228,2.992833408679052,744
AL,3,1.9350365931824223,152.2135097264228,2.992833408679052,744
AL,4,1.9313040483647594,152.2135097264228,2.992833408679052,744
AL,5,1.9394285844321515,152.2135097264228,2.992833408679052,744
AL,6,1.95602663417328,152.2135097264228,2.992833408679052,744
AL,7,1.9776584281981655,152.2135097264228,2.992833408679052,744
AL,8,2.001490620847205,152.2135097264228,2.992833408679052,744
AL,9,2.024861546026917,152.2135097264228,2.992833408679052,744
AL,10,2.045134416681579,152.2135097264228,2.992833408679052,744
AL,11,2.0610253607696802,152.2135097264228,2.992833408679052,744
AL,12,2.0775335857060306,152.2135097264228,2.992833408679052,744
AL,13,2.1045901879092965,152.2135097264228,2.992833408679052,744
AL,14,2.153311662733627,152.2135097264228,2.992833408679052,744
AL,15,2.232233828456501,152.2135097264228,2.992833408679052,744
AL,16,2.335233287575569,152.2135097264228,2.992833408679052,744
AL,17,2.4537502452605047,152.2135097264228,2.992833408679052,744
AL,18,2.583729436205304,152.2135097264228,2.992833408679052,744
AL,19,2.719623487078296,152.2135097264228,2.992833408679052,744
AL,20,2.8562692675015207,152.2135097264228,2.992833408679052,744
AL,21,2.992833408679052,152.2135097264228,2.992833408679052,744
AZ,0,2.8391064834202275,152.68461382505495,2.507900350002775,1095
AZ,1,2.735988839157933,152.68461382505495,2.507900350002775,1095
AZ,2,2.640608605839555,152.68461382505495,2.507900350002775,1095
AZ,3,2.5552941257991564,152.68461382505495,2.507900350002775,1095
AZ,4,2.4730682308899254,152.68461382505495,2.507900350002775,1095
AZ,5,2.388325994521831,152.68461382505495,2.507900350002775,1095
AZ,6,2.308191339580272,152.68461382505495,2.507900350002775,1095
AZ,7,2.241821566674452,152.68461382505495,2.507900350002775,1095
AZ,8,2.1977031203752,152.68461382505495,2.507900350002775,1095
AZ,9,2.1828644447212198,152.68461382505495,2.507900350002775,1095
AZ,10,2.201121470862179,152.68461382505495,2.507900350002775,1095
AZ,11,2.244227411849284,152.68461382505495,2.507900350002775,1095
AZ,12,2.2984047996799797,152.68461382505495,2.507900350002775,1095
AZ,13,2.350993223223216,152.68461382505495,2.507900350002775,1095
AZ,14,2.3979057361105403,152.68461382505495,2.507900350002775,1095
AZ,15,2.4425333918346896,152.68461382505495,2.507900350002775,1095
AZ,16,2.4874070148749854,152.68461382505495,2.507900350002775,1095
AZ,17,2.525926237741863,152.68461382505495,2.507900350002775,1095
AZ,18,2.54940083642999,152.68461382505495,2.507900350002775,1095
AZ,19,2.5525326302208433,152.68461382505495,2.507900350002775,1095
AZ,20,2.5406974893962415,152.68461382505495,2.507900350002775,1095
AZ,21,2.5218361517629164,152.68461382505495,2.507900350002775,1095
AZ,22,2.5036744955703494,152.68461382505495,2.507900350002775,1095
AZ,23,2.493910108679848,152.68461382505495,2.507900350002775,1095
AZ,24,2.497436075855268,152.68461382505495,2.507900350002775,1095
AZ,25,2.507900350002775,152.68461382505495,2.507900350002775,1095
WA,0,2.0267930836725436,155.7940180139819,0.9050757635184475,1174
WA,1,2.045102318041583,155.7940180139819,0.9050757635184475,1174
WA,2,2.0673553260640247,155.7940180139819,0.9050757635184475,1174
WA,3,2.088389752938928,155.7940180139819,0.9050757635184475,1174
WA,4,2.099328641764993,155.7940180139819,0.9050757635184475,1174
WA,5,2.096010333730856,155.7940180139819,0.9050757635184475,1174
WA,6,2.0769012204119437,155.7940180139819,0.9050757635184475,1174
WA,7,2.0449596830748256,155.7940180139819,0.9050757635184475,1174
WA,8,2.0042368484020066,155.7940180139819,0.9050757635184475,1174
WA,9,1.9586628350485884,155.7940180139819,0.9050757635184475,1174
WA,10,1.9120848656682297,155.7940180139819,0.9050757635184475,1174
WA,11,1.8681395869361888,155.7940180139819,0.9050757635184475,1174
WA,12,1.8296781729748464,155.7940180139819,0.9050757635184475,1174
WA,13,1.7966204836734443,155.7940180139819,0.9050757635184475,1174
WA,14,1.7678215624437315,155.7940180139819,0.9050757635184475,1174
WA,15,1.74080850102062,155.7940180139819,0.9050757635184475,1174
WA,16,1.712985830745986,155.7940180139819,0.9050757635184475,1174
WA,17,1.6825957930664017,155.7940180139819,0.9050757635184475,1174
WA,18,1.6483749831294396,155.7940180139819,0.9050757635184475,1174
WA,19,1.6101725976738515,155.7940180139819,0.9050757635184475,1174
WA,20,1.568014347180706,155.7940180139819,0.9050757635184475,1174
WA,21,1.522100486960142,155.7940180139819,0.9050757635184475,1174
WA,22,1.4734378640710972,155.7940180139819,0.9050757635184475,1174
WA,23,1.4233896352910955,155.7940180139819,0.9050757635184475,1174
WA,24,1.3739376045232365,155.7940180139819,0.9050757635184475,1174
WA,25,1.3270557744085103,155.7940180139819,0.9050757635184475,1174
WA,26,1.2840682954139109,155.7940180139819,0.9050757635184475,1174
WA,27,1.2455559547719608,155.7940180139819,0.9050757635184475,1174
WA,28,1.2097759389512774,155.7940180139819,0.9050757635184475,1174
WA,29,1.1749631734188977,155.7940180139819,0.9050757635184475,1174
WA,30,1.1415871403994318,155.7940180139819,0.9050757635184475,1174
WA,31,1.110524630138589,155.7940180139819,0.9050757635184475,1174
WA,32,1.0820471082089107,155.7940180139819,0.9050757635184475,1174
WA,33,1.0560897937630684,155.7940180139819,0.9050757635184475,1174
WA,34,1.0317607324712235,155.7940180139819,0.9050757635184475,1174
WA,35,1.0076330048471112,155.7940180139819,0.9050757635184475,1174
WA,36,0.9824776850482738,155.7940180139819,0.9050757635184475,1174
WA,37,0.9562078717123432,155.7940180139819,0.9050757635184475,1174
WA,38,0.9293942600434257,155.7940180139819,0.9050757635184475,1174
WA,39,0.9040959070314525,155.7940180139819,0.9050757635184475,1174
WA,40,0.8824919055343889,155.7940180139819,0.9050757635184475,1174
WA,41,0.8657531300965201,155.7940180139819,0.9050757635184475,1174
WA,42,0.8546161522809238,155.7940180139819,0.9050757635184475,1174
WA,43,0.849088550039529,155.7940180139819,0.9050757635184475,1174
WA,44,0.8488961303809671,155.7940180139819,0.9050757635184475,1174
WA,45,0.8533666101518267,155.7940180139819,0.9050757635184475,1174
WA,46,0.8617896382542959,155.7940180139819,0.9050757635184475,1174
WA,47,0.8737006819750062,155.7940180139819,0.9050757635184475,1174
WA,48,0.8885343206612407,155.7940180139819,0.9050757635184475,1174
WA,49,0.9050757635184475,155.7940180139819,0.9050757635184475,1174
VA,0,2.8236653981957365,177.6304242291186,1.321543090062823,1513
VA,1,2.799521404671848,177.6304242291186,1.321543090062823,1513
VA,2,2.8000015494402644,177.6304242291186,1.321543090062823,1513
VA,3,2.8315877242070386,177.6304242291186,1.321543090062823,1513
VA,4,2.8915746679480785,177.6304242291186,1.321543090062823,1513
VA,5,2.9677223478380195,177.6304242291186,1.321543090062823,1513
VA,6,3.046765776226574,177.6304242291186,1.321543090062823,1513
VA,7,3.1190606620237014,177.6304242291186,1.321543090062823,1513
VA,8,3.1772956691006162,177.6304242291186,1.321543090062823,1513
VA,9,3.2182964475350198,177.6304242291186,1.321543090062823,1513
VA,10,3.2340198799126836,177.6304242291186,1.321543090062823,1513
VA,11,3.2141637368367904,177.6304242291186,1.321543090062823,1513
VA,12,3.1476011270564936,177.6304242291186,1.321543090062823,1513
VA,13,3.0301811354695465,177.6304242291186,1.321543090062823,1513
VA,14,2.8648187507927996,177.6304242291186,1.321543090062823,1513
VA,15,2.6731943984477,177.6304242291186,1.321543090062823,1513
VA,16,2.4747902598360407,177.6304242291186,1.321543090062823,1513
VA,17,2.284692855154031,177.6304242291186,1.321543090062823,1513
VA,18,2.107754969851007,177.6304242291186,1.321543090062823,1513
VA,19,1.9458642821221985,177.6304242291186,1.321543090062823,1513
VA,20,1.7998995697269866,177.6304242291186,1.321543090062823,1513
VA,21,1.672804112192259,177.6304242291186,1.321543090062823,1513
VA,22,1.5676433343907146,177.6304242291186,1.321543090062823,1513
VA,23,1.484593053632358,177.6304242291186,1.321543090062823,1513
VA,24,1.4197053842950902,177.6304242291186,1.321543090062823,1513
VA,25,1.3676935280347147,177.6304242291186,1.321543090062823,1513
VA,26,1.321543090062823,177.6304242291186,1.321543090062823,1513
NM,0,3.1807153815099225,192.3234775902584,2.0201407293194817,403
NM,1,3.102906474678321,192.3234775902584,2.0201407293194817,403
NM,2,3.0423891548304645,192.3234775902584,2.0201407293194817,403
NM,3,2.999677783286575,192.3234775902584,2.0201407293194817,403
NM,4,2.971432288148104,192.3234775902584,2.0201407293194817,403
NM,5,2.947765700055358,192.3234775902584,2.0201407293194817,403
NM,6,2.9214299489279556,192.3234775902584,2.0201407293194817,403
NM,7,2.8872077390074904,192.3234775902584,2.0201407293194817,403
NM,8,2.8434442066025474,192.3234775902584,2.0201407293194817,403
NM,9,2.7885454470040436,192.3234775902584,2.0201407293194817,403
NM,10,2.7182031459156715,192.3234775902584,2.0201407293194817,403
NM,11,2.629696086208515,192.3234775902584,2.0201407293194817,403
NM,12,2.522799228628648,192.3234775902584,2.0201407293194817,403
NM,13,2.4040221382798492,192.3234775902584,2.0201407293194817,403
NM,14,2.278432927828629,192.3234775902584,2.0201407293194817,403
NM,15,2.1498142959755895,192.3234775902584,2.0201407293194817,403
NM,16,2.0201407293194817,192.3234775902584,2.0201407293194817,403
IA,0,4.436034708942633,199.29375868345718,2.32651272788303,629
IA,1,4.423603092135873,199.29375868345718,2.32651272788303,629
IA,2,4.381391475121413,199.29375868345718,2.32651272788303,629
IA,3,4.319553420115561,199.29375868345718,2.32651272788303,629
IA,4,4.245212561496178,199.29375868345718,2.32651272788303,629
IA,5,4.1536119878198825,199.29375868345718,2.32651272788303,629
IA,6,4.044270624433491,199.29375868345718,2.32651272788303,629
IA,7,3.9190024162612644,199.29375868345718,2.32651272788303,629
IA,8,3.781857880638759,199.29375868345718,2.32651272788303,629
IA,9,3.6403924238669556,199.29375868345718,2.32651272788303,629
IA,10,3.5008179989251267,199.29375868345718,2.32651272788303,629
IA,11,3.3608306165855795,199.29375868345718,2.32651272788303,629
IA,12,3.2176850439503997,199.29375868345718,2.32651272788303,629
IA,13,3.0748285111481755,199.29375868345718,2.32651272788303,629
IA,14,2.935161972190551,199.29375868345718,2.32651272788303,629
IA,15,2.8014021452972946,199.29375868345718,2.32651272788303,629
IA,16,2.676387261698178,199.29375868345718,2.32651272788303,629
IA,17,2.557827574046819,199.29375868345718,2.32651272788303,629
IA,18,2.4421952954214996,199.29375868345718,2.32651272788303,629
IA,19,2.32651272788303,199.29375868345718,2.32651272788303,629
OH,0,3.599377892708692,210.10412644162145,1.8881015950773847,2456
OH,1,3.6135568614019062,210.10412644162145,1.8881015950773847,2456
OH,2,3.6328957831645177,210.10412644162145,1.8881015950773847,2456
OH,3,3.6576741695822874,210.10412644162145,1.8881015950773847,2456
OH,4,3.6752368415632803,210.10412644162145,1.8881015950773847,2456
OH,5,3.6715750664969202,210.10412644162145,1.8881015950773847,2456
