country,iso3c,deaths,days_since_tenth_death_m50,deaths_per_million_smoothed,total_deaths_per_million,deaths_per_million_smoothed_yesterday
Italy,ITA,174,18,4.674906496733567,519.1507165630395,3.1130783126095376
Italy,ITA,195,19,4.494497576456746,519.1507165630395,3.1130783126095376
Italy,ITA,236,20,4.324407647915857,519.1507165630395,3.1130783126095376
Italy,ITA,369,21,4.161939225650974,519.1507165630395,3.1130783126095376
Italy,ITA,274,22,4.004253101959799,519.1507165630395,3.1130783126095376
Italy,ITA,243,23,3.8498293091093956,519.1507165630395,3.1130783126095376
Italy,ITA,194,24,3.7021408739589683,519.1507165630395,3.1130783126095376
Italy,ITA,165,25,3.564312743787104,519.1507165630395,3.1130783126095376
Italy,ITA,179,26,3.4382765412216845,519.1507165630395,3.1130783126095376
Italy,ITA,172,27,3.3228933403983603,519.1507165630395,3.1130783126095376
Italy,ITA,195,28,3.215833905902372,519.1507165630395,3.1130783126095376
Italy,ITA,262,29,3.1130783126095376,519.1507165630395,3.1130783126095376
Spain,ESP,288,0,7.165035936788515,583.8252144282461,3.454641777270633
Spain,ESP,331,1,6.8841557128164625,583.8252144282461,3.454641777270633
Spain,ESP,301,2,6.603185155960479,583.8252144282461,3.454641777270633
Spain,ESP,453,3,6.320135576218617,583.8252144282461,3.454641777270633
Spain,ESP,268,4,6.039220286373628,583.8252144282461,3.454641777270633
Spain,ESP,0,5,5.765288593308566,583.8252144282461,3.454641777270633
Spain,ESP,557,6,5.499531777522989,583.8252144282461,3.454641777270633
Spain,ESP,164,7,5.243262978672578,583.8252144282461,3.454641777270633
Spain,ESP,164,8,5.0012457482054185,583.8252144282461,3.454641777270633
Spain,ESP,185,9,4.7764997984591675,583.8252144282461,3.454641777270633
Spain,ESP,244,10,4.570472912639431,583.8252144282461,3.454641777270633
Spain,ESP,213,11,4.381105362286019,583.8252144282461,3.454641777270633
Spain,ESP,229,12,4.206014191794617,583.8252144282461,3.454641777270633
Spain,ESP,179,13,4.045275321620416,583.8252144282461,3.454641777270633
Spain,ESP,143,14,3.9004954148717985,583.8252144282461,3.454641777270633
Spain,ESP,123,15,3.7725664025291574,583.8252144282461,3.454641777270633
Spain,ESP,176,16,3.6585441951801068,583.8252144282461,3.454641777270633
Spain,ESP,184,17,3.554279943295337,583.8252144282461,3.454641777270633
Spain,ESP,217,18,3.454641777270633,583.8252144282461,3.454641777270633
Belgium,BEL,323,0,8.919672509292095,778.693313610751,5.170556432051825
Belgium,BEL,76,1,8.511812411820477,778.693313610751,5.170556432051825
Belgium,BEL,106,2,8.059453291577803,778.693313610751,5.170556432051825
Belgium,BEL,60,3,7.582214264442815,778.693313610751,5.170556432051825
Belgium,BEL,75,4,7.094947327013397,778.693313610751,5.170556432051825
Belgium,BEL,51,5,6.607744919772221,778.693313610751,5.170556432051825
Belgium,BEL,54,6,6.124515922405423,778.693313610751,5.170556432051825
Belgium,BEL,82,7,5.646514114001095,778.693313610751,5.170556432051825
Belgium,BEL,60,8,5.170556432051825,778.693313610751,5.170556432051825
