country,iso3c,deaths,days_since_tenth_death,deaths_per_million_smoothed,total_deaths_per_million,deaths_per_million_smoothed_yesterday
India,IND,3,0,0.001069749928695111,0.978103690240467,0.061811835800011324
India,IND,0,1,0.0014189376669701181,0.978103690240467,0.061811835800011324
India,IND,2,2,0.0018496497934662808,0.978103690240467,0.061811835800011324
India,IND,8,3,0.002373700401051061,0.978103690240467,0.061811835800011324
India,IND,0,4,0.0030053922542061027,0.978103690240467,0.061811835800011324
India,IND,4,5,0.0037598667633517405,0.978103690240467,0.061811835800011324
India,IND,3,6,0.004650807110427203,0.978103690240467,0.061811835800011324
India,IND,5,7,0.00568281639292005,0.978103690240467,0.061811835800011324
India,IND,3,8,0.006853149012231501,0.978103690240467,0.061811835800011324
India,IND,23,9,0.008138961147904203,0.978103690240467,0.061811835800011324
India,IND,14,10,0.009519020671926682,0.978103690240467,0.061811835800011324
India,IND,0,11,0.010994100030840736,0.978103690240467,0.061811835800011324
India,IND,14,12,0.012553446250744327,0.978103690240467,0.061811835800011324
India,IND,13,13,0.014170985646069058,0.978103690240467,0.061811835800011324
India,IND,37,14,0.015783019021933752,0.978103690240467,0.061811835800011324
India,IND,14,15,0.017337049564872933,0.978103690240467,0.061811835800011324
India,IND,28,16,0.018786626062913887,0.978103690240467,0.061811835800011324
India,IND,48,17,0.020087497034061423,0.978103690240467,0.061811835800011324
India,IND,20,18,0.021206118882065594,0.978103690240467,0.061811835800011324
India,IND,42,19,0.022150523384608146,0.978103690240467,0.061811835800011324
India,IND,43,20,0.02294267451633417,0.978103690240467,0.061811835800011324
India,IND,27,21,0.023615206222424395,0.978103690240467,0.061811835800011324
India,IND,35,22,0.024239658086489556,0.978103690240467,0.061811835800011324
India,IND,12,23,0.024893930542427466,0.978103690240467,0.061811835800011324
India,IND,43,24,0.025634348903126606,0.978103690240467,0.061811835800011324
India,IND,38,25,0.0264814213872449,0.978103690240467,0.061811835800011324
India,IND,35,26,0.027452816301988318,0.978103690240467,0.061811835800011324
India,IND,38,27,0.02858349005015493,0.978103690240467,0.061811835800011324
India,IND,33,28,0.02989845683277714,0.978103690240467,0.061811835800011324
India,IND,53,29,0.03141813319385032,0.978103690240467,0.061811835800011324
India,IND,36,30,0.033159760223263154,0.978103690240467,0.061811835800011324
India,IND,40,31,0.035137951018205535,0.978103690240467,0.061811835800011324
India,IND,59,32,0.037357830352003955,0.978103690240467,0.061811835800011324
India,IND,45,33,0.039814081640111944,0.978103690240467,0.061811835800011324
India,IND,56,34,0.04249657528995548,0.978103690240467,0.061811835800011324
India,IND,58,35,0.04538453690555161,0.978103690240467,0.061811835800011324
India,IND,69,36,0.048450450393711,0.978103690240467,0.061811835800011324
India,IND,71,37,0.05165443175769368,0.978103690240467,0.061811835800011324
India,IND,75,38,0.054968332831868257,0.978103690240467,0.061811835800011324
India,IND,69,39,0.0583657992855041,0.978103690240467,0.061811835800011324
India,IND,100,40,0.061811835800011324,0.978103690240467,0.061811835800011324
Bangladesh,BGD,3,0,0.014651291265926363,1.0845581056932116,0.02511361790412159
Bangladesh,BGD,5,1,0.017484973440073746,1.0845581056932116,0.02511361790412159
Bangladesh,BGD,3,2,0.020482851629042995,1.0845581056932116,0.02511361790412159
Bangladesh,BGD,1,3,0.023655205910680595,1.0845581056932116,0.02511361790412159
Bangladesh,BGD,6,4,0.02701026601586174,1.0845581056932116,0.02511361790412159
Bangladesh,BGD,3,5,0.030504387127841332,1.0845581056932116,0.02511361790412159
Bangladesh,BGD,4,6,0.034089052951828694,1.0845581056932116,0.02511361790412159
Bangladesh,BGD,5,7,0.037701992853240184,1.0845581056932116,0.02511361790412159
Bangladesh,BGD,7,8,0.04121728186886992,1.0845581056932116,0.02511361790412159
Bangladesh,BGD,4,9,0.044489521438977525,1.0845581056932116,0.02511361790412159
Bangladesh,BGD,10,10,0.04735206157290207,1.0845581056932116,0.02511361790412159
Bangladesh,BGD,15,11,0.049606646771987825,1.0845581056932116,0.02511361790412159
Bangladesh,BGD,9,12,0.051093740586410405,1.0845581056932116,0.02511361790412159
Bangladesh,BGD,7,13,0.051831807465229196,1.0845581056932116,0.02511361790412159
Bangladesh,BGD,10,14,0.05186535911950712,1.0845581056932116,0.02511361790412159
Bangladesh,BGD,9,15,0.05124023478706182,1.0845581056932116,0.02511361790412159
Bangladesh,BGD,10,16,0.05002726697296168,1.0845581056932116,0.02511361790412159
Bangladesh,BGD,7,17,0.048321155871965185,1.0845581056932116,0.02511361790412159
Bangladesh,BGD,4,18,0.04626947119794794,1.0845581056932116,0.02511361790412159
Bangladesh,BGD,9,19,0.043966970148090374,1.0845581056932116,0.02511361790412159
Bangladesh,BGD,5,20,0.041486225193002296,1.0845581056932116,0.02511361790412159
Bangladesh,BGD,7,21,0.038881501786583846,1.0845581056932116,0.02511361790412159
Bangladesh,BGD,3,22,0.03619814340408666,1.0845581056932116,0.02511361790412159
Bangladesh,BGD,8,23,0.033462629526762086,1.0845581056932116,0.02511361790412159
Bangladesh,BGD,5,24,0.03069116202692901,1.0845581056932116,0.02511361790412159
Bangladesh,BGD,2,25,0.027900256760737242,1.0845581056932116,0.02511361790412159
Bangladesh,BGD,5,26,0.02511361790412159,1.0845581056932116,0.02511361790412159
Pakistan,PAK,2,0,0.010233041440089366,2.073368695893029,0.1415866680344162
Pakistan,PAK,1,1,0.011608313629300917,2.073368695893029,0.1415866680344162
Pakistan,PAK,2,2,0.013029801642949803,2.073368695893029,0.1415866680344162
Pakistan,PAK,7,3,0.014426436854601406,2.073368695893029,0.1415866680344162
Pakistan,PAK,5,4,0.015736095156276178,2.073368695893029,0.1415866680344162
Pakistan,PAK,1,5,0.016965210740129535,2.073368695893029,0.1415866680344162
Pakistan,PAK,7,6,0.01813086840879256,2.073368695893029,0.1415866680344162
Pakistan,PAK,6,7,0.019239881144664326,2.073368695893029,0.1415866680344162
Pakistan,PAK,1,8,0.020355309117587712,2.073368695893029,0.1415866680344162
Pakistan,PAK,6,9,0.0215474447568374,2.073368695893029,0.1415866680344162
Pakistan,PAK,6,10,0.02286005101506684,2.073368695893029,0.1415866680344162
Pakistan,PAK,4,11,0.024357549616974797,2.073368695893029,0.1415866680344162
Pakistan,PAK,4,12,0.026108260406416717,2.073368695893029,0.1415866680344162
Pakistan,PAK,4,13,0.028166985153260733,2.073368695893029,0.1415866680344162
Pakistan,PAK,1,14,0.030557480134588845,2.073368695893029,0.1415866680344162
Pakistan,PAK,20,15,0.03321567091472037,2.073368695893029,0.1415866680344162
Pakistan,PAK,5,16,0.03614114982126333,2.073368695893029,0.1415866680344162
Pakistan,PAK,2,17,0.03936108093208192,2.073368695893029,0.1415866680344162
Pakistan,PAK,3,18,0.0429215825884873,2.073368695893029,0.1415866680344162
Pakistan,PAK,15,19,0.04681702096460068,2.073368695893029,0.1415866680344162
Pakistan,PAK,17,20,0.05086371357240186,2.073368695893029,0.1415866680344162
Pakistan,PAK,7,21,0.05501314427108298,2.073368695893029,0.1415866680344162
Pakistan,PAK,8,22,0.05925309467436425,2.073368695893029,0.1415866680344162
Pakistan,PAK,25,23,0.06353023672630762,2.073368695893029,0.1415866680344162
Pakistan,PAK,8,24,0.06780105142540976,2.073368695893029,0.1415866680344162
Pakistan,PAK,25,25,0.07204985430014783,2.073368695893029,0.1415866680344162
Pakistan,PAK,11,26,0.07635087342894768,2.073368695893029,0.1415866680344162
Pakistan,PAK,25,27,0.08080236005320555,2.073368695893029,0.1415866680344162
Pakistan,PAK,16,28,0.08553054308385477,2.073368695893029,0.1415866680344162
Pakistan,PAK,16,29,0.09075038672773016,2.073368695893029,0.1415866680344162
Pakistan,PAK,12,30,0.09666435067679538,2.073368695893029,0.1415866680344162
Pakistan,PAK,11,31,0.10333768629311164,2.073368695893029,0.1415866680344162
Pakistan,PAK,20,32,0.11073052424824029,2.073368695893029,0.1415866680344162
Pakistan,PAK,31,33,0.11852982252126307,2.073368695893029,0.1415866680344162
Pakistan,PAK,42,34,0.12639212744169986,2.073368695893029,0.1415866680344162
Pakistan,PAK,32,35,0.13406087689531845,2.073368695893029,0.1415866680344162
Pakistan,PAK,23,36,0.1415866680344162,2.073368695893029,0.1415866680344162
South Africa,ZAF,2,0,0.02834878489354078,2.1287782048833757,0.1224586489449244
South Africa,ZAF,1,1,0.031232690604653807,2.1287782048833757,0.1224586489449244
South Africa,ZAF,1,2,0.03426255813923698,2.1287782048833757,0.1224586489449244
South Africa,ZAF,5,3,0.03740372903585941,2.1287782048833757,0.1224586489449244
South Africa,ZAF,0,4,0.040633418367585564,2.1287782048833757,0.1224586489449244
South Africa,ZAF,6,5,0.04393708573459339,2.1287782048833757,0.1224586489449244
South Africa,ZAF,1,6,0.04734096301895517,2.1287782048833757,0.1224586489449244
South Africa,ZAF,0,7,0.05095522907797461,2.1287782048833757,0.1224586489449244
South Africa,ZAF,2,8,0.05485059591046658,2.1287782048833757,0.1224586489449244
South Africa,ZAF,0,9,0.05886123724954897,2.1287782048833757,0.1224586489449244
South Africa,ZAF,7,10,0.06266994282731521,2.1287782048833757,0.1224586489449244
South Africa,ZAF,14,11,0.06574414722602602,2.1287782048833757,0.1224586489449244
South Africa,ZAF,2,12,0.06807360594761638,2.1287782048833757,0.1224586489449244
South Africa,ZAF,2,13,0.06988194455372156,2.1287782048833757,0.1224586489449244
South Africa,ZAF,2,14,0.07163645005984101,2.1287782048833757,0.1224586489449244
South Africa,ZAF,4,15,0.07357564322995508,2.1287782048833757,0.1224586489449244
South Africa,ZAF,0,16,0.07580927975436903,2.1287782048833757,0.1224586489449244
South Africa,ZAF,7,17,0.0782410487513387,2.1287782048833757,0.1224586489449244
South Africa,ZAF,10,18,0.08071305417989298,2.1287782048833757,0.1224586489449244
South Africa,ZAF,4,19,0.08311718425493768,2.1287782048833757,0.1224586489449244
South Africa,ZAF,7,20,0.08569549195810436,2.1287782048833757,0.1224586489449244
South Africa,ZAF,1,21,0.08876879262491413,2.1287782048833757,0.1224586489449244
South Africa,ZAF,3,22,0.09261271772350703,2.1287782048833757,0.1224586489449244
South Africa,ZAF,3,23,0.09740593162908309,2.1287782048833757,0.1224586489449244
South Africa,ZAF,10,24,0.10299435679203574,2.1287782048833757,0.1224586489449244
South Africa,ZAF,0,25,0.10917801485494909,2.1287782048833757,0.1224586489449244
South Africa,ZAF,13,26,0.11575284033693414,2.1287782048833757,0.1224586489449244
South Africa,ZAF,7,27,0.1224586489449244,2.1287782048833757,0.1224586489449244
Indonesia,IDN,14,0,0.016388942549621227,3.104645204900699,0.055673796843071825
Indonesia,IDN,6,1,0.018771705521612805,3.104645204900699,0.055673796843071825
Indonesia,IDN,7,2,0.021057686126932398,3.104645204900699,0.055673796843071825
Indonesia,IDN,6,3,0.023282906645047258,3.104645204900699,0.055673796843071825
Indonesia,IDN,10,4,0.02548865987283872,3.104645204900699,0.055673796843071825
