state,days_since_tenth_death,deaths_per_million_smoothed,total_deaths_per_million,deaths_per_million_smoothed_yesterday,total_deaths
OR,0,0.33674169190070136,25.294025145601715,0.8684214256003291,106
OR,1,0.34874691177672346,25.294025145601715,0.8684214256003291,106
OR,2,0.3654374488449179,25.294025145601715,0.8684214256003291,106
OR,3,0.386039386053455,25.294025145601715,0.8684214256003291,106
OR,4,0.41217978552196055,25.294025145601715,0.8684214256003291,106
OR,5,0.4474074639677841,25.294025145601715,0.8684214256003291,106
OR,6,0.48975393224058617,25.294025145601715,0.8684214256003291,106
OR,7,0.5390150250401599,25.294025145601715,0.8684214256003291,106
OR,8,0.593606237533315,25.294025145601715,0.8684214256003291,106
OR,9,0.6564677842540767,25.294025145601715,0.8684214256003291,106
OR,10,0.7221758683405963,25.294025145601715,0.8684214256003291,106
OR,11,0.7806589969466046,25.294025145601715,0.8684214256003291,106
OR,12,0.8202257589683655,25.294025145601715,0.8684214256003291,106
OR,13,0.8316610297618412,25.294025145601715,0.8684214256003291,106
OR,14,0.8284513196918981,25.294025145601715,0.8684214256003291,106
OR,15,0.8180930904549252,25.294025145601715,0.8684214256003291,106
OR,16,0.8072740157734174,25.294025145601715,0.8684214256003291,106
OR,17,0.8031275517389529,25.294025145601715,0.8684214256003291,106
OR,18,0.8024248057653947,25.294025145601715,0.8684214256003291,106
OR,19,0.7929210359818322,25.294025145601715,0.8684214256003291,106
OR,20,0.7631578632510061,25.294025145601715,0.8684214256003291,106
OR,21,0.7144881068443859,25.294025145601715,0.8684214256003291,106
OR,22,0.6615519678410504,25.294025145601715,0.8684214256003291,106
OR,23,0.6169965319309169,25.294025145601715,0.8684214256003291,106
OR,24,0.5876923428162973,25.294025145601715,0.8684214256003291,106
OR,25,0.5738026245308213,25.294025145601715,0.8684214256003291,106
OR,26,0.5725147419375819,25.294025145601715,0.8684214256003291,106
OR,27,0.5788268050704233,25.294025145601715,0.8684214256003291,106
OR,28,0.5898278064737055,25.294025145601715,0.8684214256003291,106
OR,29,0.6105524653796055,25.294025145601715,0.8684214256003291,106
OR,30,0.6409594263957207,25.294025145601715,0.8684214256003291,106
OR,31,0.6836797129249226,25.294025145601715,0.8684214256003291,106
OR,32,0.7330155643137535,25.294025145601715,0.8684214256003291,106
OR,33,0.7758902512760042,25.294025145601715,0.8684214256003291,106
OR,34,0.82002686750327,25.294025145601715,0.8684214256003291,106
OR,35,0.8684214256003291,25.294025145601715,0.8684214256003291,106
TX,0,0.0995426501689303,29.47545706556495,1.312705404494427,846
TX,1,0.12388553411246242,29.47545706556495,1.312705404494427,846
TX,2,0.15142308986884104,29.47545706556495,1.312705404494427,846
TX,3,0.18369369622715756,29.47545706556495,1.312705404494427,846
TX,4,0.22275946049078318,29.47545706556495,1.312705404494427,846
TX,5,0.27026758140002016,29.47545706556495,1.312705404494427,846
TX,6,0.326656265640377,29.47545706556495,1.312705404494427,846
TX,7,0.3876289560472461,29.47545706556495,1.312705404494427,846
TX,8,0.44715715253156174,29.47545706556495,1.312705404494427,846
TX,9,0.502235851395286,29.47545706556495,1.312705404494427,846
TX,10,0.5510647025242831,29.47545706556495,1.312705404494427,846
TX,11,0.5949260661225965,29.47545706556495,1.312705404494427,846
TX,12,0.6361756780090259,29.47545706556495,1.312705404494427,846
TX,13,0.6795464665652203,29.47545706556495,1.312705404494427,846
TX,14,0.7251775723189968,29.47545706556495,1.312705404494427,846
TX,15,0.7715281844669961,29.47545706556495,1.312705404494427,846
TX,16,0.8161522071445788,29.47545706556495,1.312705404494427,846
TX,17,0.8577159300232169,29.47545706556495,1.312705404494427,846
TX,18,0.897495868355641,29.47545706556495,1.312705404494427,846
TX,19,0.9380131253286874,29.47545706556495,1.312705404494427,846
TX,20,0.9754521630378645,29.47545706556495,1.312705404494427,846
TX,21,0.997551178742834,29.47545706556495,1.312705404494427,846
TX,22,0.9991178509997575,29.47545706556495,1.312705404494427,846
TX,23,0.9793129411301569,29.47545706556495,1.312705404494427,846
TX,24,0.9454272437460264,29.47545706556495,1.312705404494427,846
TX,25,0.9074999389013326,29.47545706556495,1.312705404494427,846
TX,26,0.875019870101168,29.47545706556495,1.312705404494427,846
TX,27,0.8548821027677129,29.47545706556495,1.312705404494427,846
TX,28,0.8490610660937641,29.47545706556495,1.312705404494427,846
TX,29,0.8576219958639418,29.47545706556495,1.312705404494427,846
TX,30,0.8785862926260452,29.47545706556495,1.312705404494427,846
TX,31,0.9097585515248061,29.47545706556495,1.312705404494427,846
TX,32,0.9509336242068862,29.47545706556495,1.312705404494427,846
TX,33,1.0053015996505614,29.47545706556495,1.312705404494427,846
TX,34,1.0732049968751731,29.47545706556495,1.312705404494427,846
TX,35,1.1458266994060557,29.47545706556495,1.312705404494427,846
TX,36,1.2113792122548754,29.47545706556495,1.312705404494427,846
TX,37,1.2653041016153734,29.47545706556495,1.312705404494427,846
TX,38,1.312705404494427,29.47545706556495,1.312705404494427,846
TN,0,0.5822104007586839,30.57602573703732,0.8090984090025769,207
TN,1,0.6961566596544716,30.57602573703732,0.8090984090025769,207
TN,2,0.7982163387249493,30.57602573703732,0.8090984090025769,207
TN,3,0.8958951937555614,30.57602573703732,0.8090984090025769,207
TN,4,0.9891835203517354,30.57602573703732,0.8090984090025769,207
TN,5,1.0791752399062744,30.57602573703732,0.8090984090025769,207
TN,6,1.162865494247807,30.57602573703732,0.8090984090025769,207
TN,7,1.2280884273563535,30.57602573703732,0.8090984090025769,207
TN,8,1.252340631717776,30.57602573703732,0.8090984090025769,207
TN,9,1.2397059175467091,30.57602573703732,0.8090984090025769,207
TN,10,1.2003106211579657,30.57602573703732,0.8090984090025769,207
TN,11,1.1424715308057032,30.57602573703732,0.8090984090025769,207
TN,12,1.0898258210319904,30.57602573703732,0.8090984090025769,207
TN,13,1.0577264921532756,30.57602573703732,0.8090984090025769,207
TN,14,1.0426470693585992,30.57602573703732,0.8090984090025769,207
TN,15,1.0197268646459599,30.57602573703732,0.8090984090025769,207
TN,16,0.9659722736299755,30.57602573703732,0.8090984090025769,207
TN,17,0.8885070486319393,30.57602573703732,0.8090984090025769,207
TN,18,0.8042541220602579,30.57602573703732,0.8090984090025769,207
TN,19,0.7350342118395284,30.57602573703732,0.8090984090025769,207
TN,20,0.6882888973997104,30.57602573703732,0.8090984090025769,207
TN,21,0.6621540583294686,30.57602573703732,0.8090984090025769,207
TN,22,0.6487165986622377,30.57602573703732,0.8090984090025769,207
TN,23,0.6380811158524231,30.57602573703732,0.8090984090025769,207
TN,24,0.6248085596557438,30.57602573703732,0.8090984090025769,207
TN,25,0.6159328306169117,30.57602573703732,0.8090984090025769,207
TN,26,0.6172678655225793,30.57602573703732,0.8090984090025769,207
TN,27,0.6216425730371183,30.57602573703732,0.8090984090025769,207
TN,28,0.6325570649035893,30.57602573703732,0.8090984090025769,207
TN,29,0.6533057823349874,30.57602573703732,0.8090984090025769,207
TN,30,0.6826875533538671,30.57602573703732,0.8090984090025769,207
TN,31,0.7191046912033119,30.57602573703732,0.8090984090025769,207
TN,32,0.7629683737173397,30.57602573703732,0.8090984090025769,207
TN,33,0.8090984090025769,30.57602573703732,0.8090984090025769,207
NC,0,0.29286370981146087,40.44832149096366,2.0770630403842665,420
NC,1,0.35711189947018196,40.44832149096366,2.0770630403842665,420
NC,2,0.42292354530267423,40.44832149096366,2.0770630403842665,420
NC,3,0.48973546365152676,40.44832149096366,2.0770630403842665,420
NC,4,0.5555978997449408,40.44832149096366,2.0770630403842665,420
NC,5,0.6183572983219073,40.44832149096366,2.0770630403842665,420
NC,6,0.6750040610799346,40.44832149096366,2.0770630403842665,420
NC,7,0.7223379682153565,40.44832149096366,2.0770630403842665,420
NC,8,0.758811087141102,40.44832149096366,2.0770630403842665,420
