country,iso3c,deaths,days_since_tenth_death,deaths_per_million_smoothed,total_deaths_per_million,deaths_per_million_smoothed_yesterday
India,IND,3,0,0.0010116393425146925,0.3851791554159359,0.02682313466761696
India,IND,0,1,0.0013151353183750978,0.3851791554159359,0.02682313466761696
India,IND,2,2,0.0016956588534650598,0.3851791554159359,0.02682313466761696
India,IND,8,3,0.0021679399959860625,0.3851791554159359,0.02682313466761696
India,IND,0,4,0.0027466609804297935,0.3851791554159359,0.02682313466761696
India,IND,4,5,0.003456251648650634,0.3851791554159359,0.02682313466761696
India,IND,3,6,0.004321008964330094,0.3851791554159359,0.02682313466761696
India,IND,5,7,0.005351054283684551,0.3851791554159359,0.02682313466761696
India,IND,3,8,0.006540837948823362,0.3851791554159359,0.02682313466761696
India,IND,23,9,0.007874192370378683,0.3851791554159359,0.02682313466761696
India,IND,14,10,0.009318298476977464,0.3851791554159359,0.02682313466761696
India,IND,0,11,0.01088449179242139,0.3851791554159359,0.02682313466761696
India,IND,14,12,0.012585578528750847,0.3851791554159359,0.02682313466761696
India,IND,13,13,0.014381225983204517,0.3851791554159359,0.02682313466761696
India,IND,37,14,0.01618975533293823,0.3851791554159359,0.02682313466761696
India,IND,14,15,0.017931343256949978,0.3851791554159359,0.02682313466761696
India,IND,28,16,0.01955678915107386,0.3851791554159359,0.02682313466761696
India,IND,48,17,0.020999305185326823,0.3851791554159359,0.02682313466761696
India,IND,20,18,0.022202050046976427,0.3851791554159359,0.02682313466761696
India,IND,42,19,0.02317251593846572,0.3851791554159359,0.02682313466761696
India,IND,43,20,0.023925359744075222,0.3851791554159359,0.02682313466761696
India,IND,27,21,0.024489779130964413,0.3851791554159359,0.02682313466761696
India,IND,35,22,0.02495533707662666,0.3851791554159359,0.02682313466761696
India,IND,12,23,0.02539927126888083,0.3851791554159359,0.02682313466761696
India,IND,43,24,0.02587133097623195,0.3851791554159359,0.02682313466761696
India,IND,38,25,0.026348971821772243,0.3851791554159359,0.02682313466761696
India,IND,35,26,0.02682313466761696,0.3851791554159359,0.02682313466761696
Pakistan,PAK,2,0,0.010304352031159305,0.6738448261652344,0.04884485881365013
Pakistan,PAK,1,1,0.011837658227265992,0.6738448261652344,0.04884485881365013
Pakistan,PAK,2,2,0.013435607956715834,0.6738448261652344,0.04884485881365013
Pakistan,PAK,7,3,0.014993677365446299,0.6738448261652344,0.04884485881365013
Pakistan,PAK,5,4,0.01644140213015613,0.6738448261652344,0.04884485881365013
Pakistan,PAK,1,5,0.017741796678625323,0.6738448261652344,0.04884485881365013
Pakistan,PAK,7,6,0.018932765668738773,0.6738448261652344,0.04884485881365013
Pakistan,PAK,6,7,0.02003712883639383,0.6738448261652344,0.04884485881365013
Pakistan,PAK,1,8,0.021091103277685642,0.6738448261652344,0.04884485881365013
Pakistan,PAK,6,9,0.022200372355295248,0.6738448261652344,0.04884485881365013
Pakistan,PAK,6,10,0.023412294177224274,0.6738448261652344,0.04884485881365013
Pakistan,PAK,4,11,0.024767692499641482,0.6738448261652344,0.04884485881365013
Pakistan,PAK,4,12,0.02634832058367808,0.6738448261652344,0.04884485881365013
Pakistan,PAK,4,13,0.028194897702503916,0.6738448261652344,0.04884485881365013
Pakistan,PAK,1,14,0.030296886627321714,0.6738448261652344,0.04884485881365013
Pakistan,PAK,20,15,0.03251884445996263,0.6738448261652344,0.04884485881365013
Pakistan,PAK,5,16,0.03478948769747193,0.6738448261652344,0.04884485881365013
Pakistan,PAK,2,17,0.03711381936421423,0.6738448261652344,0.04884485881365013
Pakistan,PAK,3,18,0.039621393316980495,0.6738448261652344,0.04884485881365013
Pakistan,PAK,15,19,0.04217721208270623,0.6738448261652344,0.04884485881365013
Pakistan,PAK,17,20,0.04458662554580917,0.6738448261652344,0.04884485881365013
Pakistan,PAK,7,21,0.04677313224394669,0.6738448261652344,0.04884485881365013
Pakistan,PAK,8,22,0.04884485881365013,0.6738448261652344,0.04884485881365013
Japan,JPN,4,0,0.011239778727211833,1.7545370985804847,0.18715625398582614
Japan,JPN,0,1,0.012868264454780242,1.7545370985804847,0.18715625398582614
Japan,JPN,5,2,0.014302023787572804,1.7545370985804847,0.18715625398582614
Japan,JPN,1,3,0.01545575929671379,1.7545370985804847,0.18715625398582614
Japan,JPN,3,4,0.016319736822327888,1.7545370985804847,0.18715625398582614
Japan,JPN,3,5,0.016911120187105444,1.7545370985804847,0.18715625398582614
