country,iso3c,deaths,days_since_tenth_death,deaths_per_million_smoothed,total_deaths_per_million,deaths_per_million_smoothed_yesterday
India,IND,3,0,0.001053463034858287,0.7977126846330036,0.04888935685416069
India,IND,0,1,0.0013919200886930438,0.7977126846330036,0.04888935685416069
India,IND,2,2,0.0018132250001077737,0.7977126846330036,0.04888935685416069
India,IND,8,3,0.0023278320781501558,0.7977126846330036,0.04888935685416069
India,IND,0,4,0.002947488356556297,0.7977126846330036,0.04888935685416069
India,IND,4,5,0.00369343733770801,0.7977126846330036,0.04888935685416069
India,IND,3,6,0.004578837136720756,0.7977126846330036,0.04888935685416069
India,IND,5,7,0.005610633468658196,0.7977126846330036,0.04888935685416069
India,IND,3,8,0.006782079253099731,0.7977126846330036,0.04888935685416069
India,IND,23,9,0.00807760005154739,0.7977126846330036,0.04888935685416069
India,IND,14,10,0.00946880149597969,0.7977126846330036,0.04888935685416069
India,IND,0,11,0.010957071888375863,0.7977126846330036,0.04888935685416069
India,IND,14,12,0.012544060248621031,0.7977126846330036,0.04888935685416069
India,IND,13,13,0.014193062825078727,0.7977126846330036,0.04888935685416069
India,IND,37,14,0.015842004620964346,0.7977126846330036,0.04888935685416069
India,IND,14,15,0.01742876777036248,0.7977126846330036,0.04888935685416069
India,IND,28,16,0.018907898186587176,0.7977126846330036,0.04888935685416069
India,IND,48,17,0.02023692691127612,0.7977126846330036,0.04888935685416069
India,IND,20,18,0.021379376207955325,0.7977126846330036,0.04888935685416069
India,IND,42,19,0.02234044547495878,0.7977126846330036,0.04888935685416069
India,IND,43,20,0.02313921098395392,0.7977126846330036,0.04888935685416069
India,IND,27,21,0.023816333452687556,0.7977126846330036,0.04888935685416069
India,IND,35,22,0.02445137560056627,0.7977126846330036,0.04888935685416069
India,IND,12,23,0.025123703821510877,0.7977126846330036,0.04888935685416069
India,IND,43,24,0.025876159591349753,0.7977126846330036,0.04888935685416069
India,IND,38,25,0.026737407257081798,0.7977126846330036,0.04888935685416069
India,IND,35,26,0.02771995886733055,0.7977126846330036,0.04888935685416069
India,IND,38,27,0.028847405766813945,0.7977126846330036,0.04888935685416069
India,IND,33,28,0.030142765106751096,0.7977126846330036,0.04888935685416069
India,IND,53,29,0.03161220500819375,0.7977126846330036,0.04888935685416069
India,IND,36,30,0.03326357985676024,0.7977126846330036,0.04888935685416069
India,IND,40,31,0.03510134116979662,0.7977126846330036,0.04888935685416069
India,IND,59,32,0.03711003723464434,0.7977126846330036,0.04888935685416069
India,IND,45,33,0.039270447415414876,0.7977126846330036,0.04888935685416069
India,IND,56,34,0.04156396363108159,0.7977126846330036,0.04888935685416069
India,IND,58,35,0.04395632475599601,0.7977126846330036,0.04888935685416069
India,IND,69,36,0.046409764626296306,0.7977126846330036,0.04888935685416069
India,IND,71,37,0.04888935685416069,0.7977126846330036,0.04888935685416069
Bangladesh,BGD,3,0,0.014501006426407358,1.0101884070171059,0.036813831050898006
Bangladesh,BGD,5,1,0.01731874644840584,1.0101884070171059,0.036813831050898006
Bangladesh,BGD,3,2,0.020310433548753323,1.0101884070171059,0.036813831050898006
Bangladesh,BGD,1,3,0.02347392391630912,1.0101884070171059,0.036813831050898006
Bangladesh,BGD,6,4,0.02682059271643056,1.0101884070171059,0.036813831050898006
Bangladesh,BGD,3,5,0.03031876108507253,1.0101884070171059,0.036813831050898006
Bangladesh,BGD,4,6,0.033921714959116826,1.0101884070171059,0.036813831050898006
Bangladesh,BGD,5,7,0.037559706436237184,1.0101884070171059,0.036813831050898006
Bangladesh,BGD,7,8,0.04111064514926386,1.0101884070171059,0.036813831050898006
Bangladesh,BGD,4,9,0.04442919355898149,1.0101884070171059,0.036813831050898006
Bangladesh,BGD,10,10,0.04732671504337004,1.0101884070171059,0.036813831050898006
Bangladesh,BGD,15,11,0.049602966316626966,1.0101884070171059,0.036813831050898006
Bangladesh,BGD,9,12,0.05110061079850524,1.0101884070171059,0.036813831050898006
Bangladesh,BGD,7,13,0.05184566712719771,1.0101884070171059,0.036813831050898006
Bangladesh,BGD,10,14,0.05190353083534604,1.0101884070171059,0.036813831050898006
Bangladesh,BGD,9,15,0.05132506580399546,1.0101884070171059,0.036813831050898006
Bangladesh,BGD,10,16,0.050202870059276934,1.0101884070171059,0.036813831050898006
