state,days_since_tenth_death,deaths_per_million_smoothed,total_deaths_per_million,deaths_per_million_smoothed_yesterday,total_deaths
OR,0,0.3367610732039343,26.725762417994265,0.4792982973526003,112
OR,1,0.3506635280795257,26.725762417994265,0.4792982973526003,112
OR,2,0.3687644346596572,26.725762417994265,0.4792982973526003,112
OR,3,0.3906759203886326,26.725762417994265,0.4792982973526003,112
OR,4,0.41789039507159975,26.725762417994265,0.4792982973526003,112
OR,5,0.45338083682467495,26.725762417994265,0.4792982973526003,112
OR,6,0.49548788811582917,26.725762417994265,0.4792982973526003,112
OR,7,0.5432665910034585,26.725762417994265,0.4792982973526003,112
OR,8,0.5969421817427829,26.725762417994265,0.4792982973526003,112
OR,9,0.6567304416622067,26.725762417994265,0.4792982973526003,112
OR,10,0.719387792450485,26.725762417994265,0.4792982973526003,112
OR,11,0.7731061724689291,26.725762417994265,0.4792982973526003,112
OR,12,0.8110624964942058,26.725762417994265,0.4792982973526003,112
OR,13,0.8244251084819697,26.725762417994265,0.4792982973526003,112
OR,14,0.8239852342756697,26.725762417994265,0.4792982973526003,112
OR,15,0.8165501496030092,26.725762417994265,0.4792982973526003,112
OR,16,0.8072118035027501,26.725762417994265,0.4792982973526003,112
OR,17,0.802221323303792,26.725762417994265,0.4792982973526003,112
OR,18,0.7990284105267768,26.725762417994265,0.4792982973526003,112
OR,19,0.7882615123294641,26.725762417994265,0.4792982973526003,112
OR,20,0.7595019366562591,26.725762417994265,0.4792982973526003,112
OR,21,0.7173407846602605,26.725762417994265,0.4792982973526003,112
OR,22,0.6712995895255595,26.725762417994265,0.4792982973526003,112
OR,23,0.6331180522322042,26.725762417994265,0.4792982973526003,112
OR,24,0.6086271434849331,26.725762417994265,0.4792982973526003,112
OR,25,0.5978362471915856,26.725762417994265,0.4792982973526003,112
OR,26,0.5979285429166483,26.725762417994265,0.4792982973526003,112
OR,27,0.6036245715624164,26.725762417994265,0.4792982973526003,112
OR,28,0.6110846442625316,26.725762417994265,0.4792982973526003,112
OR,29,0.6222973418605254,26.725762417994265,0.4792982973526003,112
OR,30,0.6347102845930025,26.725762417994265,0.4792982973526003,112
OR,31,0.6477473688832325,26.725762417994265,0.4792982973526003,112
OR,32,0.651993475002936,26.725762417994265,0.4792982973526003,112
OR,33,0.6415466431407595,26.725762417994265,0.4792982973526003,112
OR,34,0.6154876919207303,26.725762417994265,0.4792982973526003,112
OR,35,0.5832630982188434,26.725762417994265,0.4792982973526003,112
OR,36,0.5483970377634415,26.725762417994265,0.4792982973526003,112
OR,37,0.5197296139726483,26.725762417994265,0.4792982973526003,112
OR,38,0.4982336757690239,26.725762417994265,0.4792982973526003,112
OR,39,0.4792982973526003,26.725762417994265,0.4792982973526003,112
TX,0,0.1003142580294272,32.99439461121751,1.018082340644412,947
TX,1,0.1251237362204153,32.99439461121751,1.018082340644412,947
TX,2,0.1533749777860212,32.99439461121751,1.018082340644412,947
TX,3,0.18635083614405426,32.99439461121751,1.018082340644412,947
TX,4,0.2257264559541216,32.99439461121751,1.018082340644412,947
TX,5,0.2727652446976964,32.99439461121751,1.018082340644412,947
TX,6,0.3277075608686311,32.99439461121751,1.018082340644412,947
TX,7,0.3868512529950639,32.99439461121751,1.018082340644412,947
TX,8,0.4450598783665395,32.99439461121751,1.018082340644412,947
TX,9,0.4996866620795748,32.99439461121751,1.018082340644412,947
TX,10,0.5491501461968712,32.99439461121751,1.018082340644412,947
TX,11,0.59428742105411,32.99439461121751,1.018082340644412,947
TX,12,0.6370891945356972,32.99439461121751,1.018082340644412,947
TX,13,0.6810614708019516,32.99439461121751,1.018082340644412,947
TX,14,0.7270994940214737,32.99439461121751,1.018082340644412,947
TX,15,0.7730086509255016,32.99439461121751,1.018082340644412,947
TX,16,0.8169369960108827,32.99439461121751,1.018082340644412,947
TX,17,0.8574572856359298,32.99439461121751,1.018082340644412,947
TX,18,0.8959583326389264,32.99439461121751,1.018082340644412,947
TX,19,0.933820671331755,32.99439461121751,1.018082340644412,947
TX,20,0.967957587535212,32.99439461121751,1.018082340644412,947
TX,21,0.989173588149672,32.99439461121751,1.018082340644412,947
TX,22,0.9906716094972203,32.99439461121751,1.018082340644412,947
TX,23,0.9743357300200175,32.99439461121751,1.018082340644412,947
TX,24,0.9467749093699283,32.99439461121751,1.018082340644412,947
TX,25,0.9156783088700905,32.99439461121751,1.018082340644412,947
TX,26,0.8896756735970804,32.99439461121751,1.018082340644412,947
TX,27,0.8747501093950281,32.99439461121751,1.018082340644412,947
TX,28,0.8725538959899881,32.99439461121751,1.018082340644412,947
TX,29,0.8828043468991307,32.99439461121751,1.018082340644412,947
TX,30,0.9029042820644029,32.99439461121751,1.018082340644412,947
TX,31,0.9297888965094332,32.99439461121751,1.018082340644412,947
TX,32,0.9613739109865732,32.99439461121751,1.018082340644412,947
TX,33,0.9979897778412131,32.99439461121751,1.018082340644412,947
TX,34,1.0374464804512664,32.99439461121751,1.018082340644412,947
TX,35,1.069676057159108,32.99439461121751,1.018082340644412,947
TX,36,1.0852597569052302,32.99439461121751,1.018082340644412,947
TX,37,1.0787867349845202,32.99439461121751,1.018082340644412,947
TX,38,1.0581081132708527,32.99439461121751,1.018082340644412,947
TX,39,1.034337634252157,32.99439461121751,1.018082340644412,947
TX,40,1.018088614237766,32.99439461121751,1.018082340644412,947
TX,41,1.0141255617298424,32.99439461121751,1.018082340644412,947
TX,42,1.018082340644412,32.99439461121751,1.018082340644412,947
TN,0,0.5827548147467859,35.007333814868815,1.3891108513798553,237
